t_sec,O11_muM,O12_muM,O21_muM,O23_muM,O32_muM,O33_muM,O34_muM,O42_muM,O44_muM,O45_muM,O53_muM,O54_muM,O56_muM,O64_muM,O65_muM,O66_muM,O75_muM,O77_muM,O86_muM,O87_muM,D11_muM,D12_muM,D21_muM,D23_muM,D32_muM,D33_muM,D34_muM,D42_muM,D44_muM,D45_muM,D53_muM,D54_muM,D56_muM,D64_muM,D65_muM,D66_muM,D75_muM,D77_muM,D86_muM,D87_muM
190.8804,-1.710446,-1.487934,-1.29862,-1.92972,-1.887766,-1.498636,-2.258389,-0.9127768,-1.29484,-1.372875,-2.272724,-1.907545,-2.240211,-2.21313,-2.010928,-2.368702,-1.54329,-1.220491,-3.132888,-1.748719,0.449755,0.2879079,0.838314,0.7664594,0.4209755,0.8145669,0.5352567,0.4226509,0.7811497,0.4023727,0.7479535,0.9108936,0.4376337,0.4913031,0.6062934,0.8066713,0.3879106,0.5328583,0.6760063,1.059283
191.0084,-1.781401,-1.566249,-1.41328,-2.030706,-2.031604,-1.633845,-2.415035,-0.9614213,-1.386467,-1.436456,-2.400028,-2.01815,-2.439567,-2.364216,-2.096711,-2.589336,-1.589574,-1.278386,-3.052736,-1.736393,0.4172093,0.2837915,0.8404045,0.7646641,0.4299031,0.8156798,0.5344375,0.4334869,0.7705933,0.4031661,0.7553324,0.9063918,0.4325188,0.4887657,0.605184,0.8099644,0.3886823,0.5321769,0.6784895,1.05289
191.1364,-1.724661,-1.531263,-1.291963,-1.894142,-1.744951,-1.35409,-2.039738,-0.8616839,-1.15252,-1.341662,-2.051486,-1.700944,-1.855526,-1.833292,-1.697138,-1.547148,-1.442223,-1.108737,-2.557064,-1.441114,0.4247387,0.2867093,0.8230605,0.7665478,0.4348491,0.8253592,0.5566336,0.4206766,0.7632989,0.4060323,0.7606101,0.9102693,0.4491596,0.5257569,0.6069513,0.8485345,0.3952932,0.5258732,0.6805837,1.059091
191.2644,-1.518384,-1.418787,-1.086607,-1.714487,-1.569919,-1.157472,-1.794171,-0.7803705,-1.102068,-1.249703,-1.907136,-1.573609,-1.701422,-1.736169,-1.631427,-1.382394,-1.39395,-1.028531,-2.581423,-1.408253,0.427491,0.2808387,0.8315994,0.7580921,0.4326545,0.8244134,0.5568835,0.4342322,0.8156846,0.4058039,0.7570419,0.9090663,0.4520397,0.5300111,0.6329798,0.8346602,0.3880692,0.5127187,0.6688794,1.06074
191.3924,-1.474367,-1.388461,-1.071268,-1.715999,-1.606398,-1.194074,-1.87217,-0.7837856,-1.123106,-1.242695,-1.962347,-1.607031,-1.797349,-1.822931,-1.713023,-1.557662,-1.408006,-1.121911,-2.65022,-1.469404,0.427801,0.2841532,0.8366786,0.7610379,0.4243749,0.8153343,0.545732,0.4139135,0.7883356,0.4004659,0.7480254,0.895898,0.4462938,0.5181514,0.6273158,0.8232448,0.3902104,0.544561,0.6646311,1.058219
191.5204,-1.603412,-1.403201,-1.120128,-1.763254,-1.673058,-1.268272,-1.982806,-0.819308,-1.132904,-1.262255,-2.058503,-1.672604,-1.933344,-1.943622,-1.80883,-1.801316,-1.442987,-1.146323,-2.810633,-1.555846,0.4590265,0.289384,0.8362502,0.7631828,0.424357,0.8130662,0.5465627,0.4139879,0.7711026,0.3928166,0.7481321,0.8898616,0.4399042,0.505882,0.6149935,0.8180442,0.3943422,0.5332691,0.672644,1.058072
191.6484,-1.6924,-1.454856,-1.216407,-1.850967,-1.790034,-1.386061,-2.124674,-0.8303362,-1.284099,-1.315315,-2.181799,-1.76813,-2.129158,-2.104212,-1.903417,-2.109676,-1.499413,-1.195083,-3.008627,-1.621235,0.4790761,0.2879963,0.8376683,0.758516,0.4222884,0.8078666,0.5355552,0.4082776,0.81091,0.4008032,0.7512136,0.8890634,0.4351661,0.4959356,0.6078913,0.8158052,0.3954856,0.5184767,0.6798714,1.05864
191.7764,-1.70852,-1.521113,-1.330625,-1.946528,-1.914706,-1.514483,-2.267678,-0.9171107,-1.311139,-1.378805,-2.300335,-1.897191,-2.293778,-2.244245,-2.026827,-2.365118,-1.549686,-1.257732,-3.199053,-1.721821,0.4089453,0.2821439,0.836158,0.7562289,0.4240548,0.8095641,0.5356774,0.4330452,0.7830114,0.4027312,0.7518281,0.9010893,0.4320383,0.4940279,0.6078867,0.8167732,0.3957675,0.5143896,0.6831837,1.069309
191.9044,-1.823788,-1.582913,-1.426778,-2.055402,-2.0282,-1.6578,-2.429053,-0.9731236,-1.433483,-1.425986,-2.378293,-1.98169,-2.415484,-2.288866,-2.052662,-2.383889,-1.551088,-1.245372,-2.945331,-1.603129,0.4249481,0.2790174,0.8352805,0.7582409,0.4127694,0.8068848,0.5333599,0.4276648,0.8039261,0.3982909,0.7548169,0.894609,0.4323117,0.4952065,0.6005365,0.8279396,0.3924381,0.5256786,0.6714014,1.064961
192.0324,-1.698604,-1.493861,-1.234277,-1.86015,-1.686705,-1.297429,-1.950019,-0.8372642,-1.14909,-1.305469,-2.009413,-1.638845,-1.823187,-1.771008,-1.710755,-1.394366,-1.411315,-1.107135,-2.521319,-1.372517,0.4221506,0.2884494,0.824502,0.7659545,0.4342384,0.819513,0.5522515,0.4136063,0.7889848,0.387851,0.7616279,0.9001971,0.4483859,0.531774,0.638886,0.8481497,0.4010097,0.533918,0.6869512,1.065192
192.1604,-1.51094,-1.411861,-1.054704,-1.695078,-1.538644,-1.127967,-1.746276,-0.7631609,-1.050259,-1.247297,-1.887159,-1.516918,-1.707272,-1.71432,-1.643259,-1.340521,-1.373552,-1.059049,-2.571554,-1.360158,0.4436972,0.2849928,0.8304014,0.7576834,0.4287287,0.8121762,0.5509565,0.4345973,0.8025314,0.4269432,0.7568562,0.8834676,0.451351,0.5293976,0.6345452,0.8405386,0.3948761,0.5247463,0.6706513,1.070547
192.2884,-1.519647,-1.389634,-1.071921,-1.709992,-1.584428,-1.173059,-1.840643,-0.7601763,-1.131878,-1.217006,-1.943378,-1.569956,-1.796952,-1.8034,-1.695644,-1.504771,-1.388139,-1.116057,-2.635802,-1.429886,0.4300726,0.28293,0.8349633,0.7567649,0.4219566,0.8065332,0.5438532,0.4199506,0.8204181,0.3979069,0.7527496,0.8806997,0.4475563,0.5229625,0.6175171,0.8342996,0.4036078,0.5288926,0.678157,1.060392
192.4164,-1.567912,-1.422526,-1.120091,-1.760574,-1.672399,-1.256653,-1.9602,-0.7875403,-1.132748,-1.26093,-2.027074,-1.650256,-1.98496,-1.924656,-1.764021,-1.755158,-1.405163,-1.151983,-2.807088,-1.509737,0.4273259,0.2803728,0.8371834,0.757868,0.4146784,0.8056163,0.5400761,0.4204282,0.772243,0.3971069,0.7522464,0.8870428,0.4307938,0.5130332,0.5988074,0.8429376,0.4081807,0.5348199,0.6810781,1.061739
192.5444,-1.645389,-1.479133,-1.204971,-1.852402,-1.777533,-1.381229,-2.105034,-0.8355786,-1.227259,-1.287552,-2.163658,-1.761495,-2.147035,-2.089075,-1.924905,-2.071304,-1.472154,-1.202114,-3.037616,-1.614305,0.4408721,0.2788589,0.8326852,0.7547725,0.4085577,0.8052651,0.5344849,0.4207325,0.7881781,0.3918232,0.751547,0.8853772,0.4352491,0.4998242,0.6235487,0.8266147,0.4078526,0.5393106,0.6697035,1.061051
192.6723,-1.71938,-1.513727,-1.305761,-1.945962,-1.885522,-1.498413,-2.246256,-0.8778186,-1.320001,-1.340409,-2.281995,-1.863948,-2.319671,-2.234179,-2.005005,-2.351669,-1.525438,-1.309049,-3.237985,-1.727068,0.4112404,0.2847455,0.8326974,0.7591324,0.4127883,0.8012315,0.5336714,0.4086686,0.7991985,0.3943401,0.748268,0.8835117,0.4327429,0.4976906,0.5986897,0.8261847,0.4047491,0.549889,0.6728946,1.066656
192.8004,-1.837756,-1.596015,-1.411955,-2.050091,-2.000978,-1.630554,-2.385272,-0.9167696,-1.347207,-1.398977,-2.272533,-1.875254,-2.213802,-2.114273,-1.937593,-2.071702,-1.489487,-1.227615,-2.746232,-1.543877,0.4318157,0.2798958,0.8347402,0.7622375,0.4166035,0.7989943,0.5292934,0.4166952,0.7907327,0.4004078,0.7584829,0.8767382,0.4483184,0.5052432,0.6088238,0.8349154,0.4068056,0.5338789,0.6929782,1.060542
192.9284,-1.640073,-1.518913,-1.152029,-1.722478,-1.638313,-1.085822,-1.842734,-0.7533075,-1.090672,-1.279762,-1.943455,-1.45133,-1.92508,-1.647301,-1.612672,-0.8606191,-1.27128,-1.032772,-2.400993,-1.253551,0.4096039,0.2722951,0.834236,0.7865093,0.3972474,0.855356,0.5424095,0.41697,0.7918394,0.3683096,0.7439023,0.9076276,0.405034,0.5424726,0.6196422,0.9924205,0.4365423,0.5346498,0.7110285,1.070547
193.0564,-1.506601,-1.528009,-0.9718408,-1.51092,-1.572624,-0.9146951,-1.647895,-0.7090046,-0.9665914,-1.236771,-1.781825,-1.39881,-1.481223,-1.571211,-1.589475,-1.073655,-1.195774,-1.017748,-2.183844,-1.415462,0.4309007,0.2198504,0.8374621,0.8049679,0.3769415,0.8555111,0.5391872,0.4237359,0.8031345,0.3491307,0.7791546,0.8820524,0.4881453,0.5532694,0.6147246,0.873295,0.4444765,0.5345601,0.755522,1.013759
193.1844,-1.566899,-1.574471,-0.978909,-1.51539,-1.645688,-1.081318,-1.704806,-0.6822035,-0.9742448,-1.239046,-1.772757,-1.452123,-1.368538,-1.605353,-1.65793,-1.294353,-1.205123,-1.035576,-2.152911,-1.52552,0.4231935,0.1973818,0.8300216,0.8000374,0.3636647,0.8192139,0.5289072,0.4017826,0.8222972,0.354457,0.797312,0.8581803,0.5267453,0.5500907,0.6155173,0.8207979,0.447833,0.5303907,0.7745188,0.9892782
193.3123,-1.604546,-1.598783,-1.023958,-1.579514,-1.720361,-1.259238,-1.816694,-0.75704,-0.9548681,-1.251508,-1.847361,-1.549983,-1.368458,-1.717693,-1.731231,-1.554243,-1.250671,-1.09005,-2.308093,-1.606154,0.4065541,0.203756,0.8331613,0.8007865,0.3536903,0.7811426,0.5270277,0.4149323,0.801406,0.3515326,0.8045691,0.8561415,0.5533528,0.5453711,0.6166816,0.7947608,0.4527252,0.53384,0.7728312,0.9870648
193.4404,-1.687049,-1.622892,-1.113324,-1.675612,-1.808577,-1.415424,-1.958239,-0.8239719,-1.028758,-1.261129,-1.973366,-1.635116,-1.532447,-1.878038,-1.822847,-1.809045,-1.32901,-1.167441,-2.608149,-1.649823,0.4008226,0.2143816,0.8382874,0.7990673,0.3596264,0.7709675,0.5279555,0.3969933,0.812063,0.3734674,0.8068225,0.8524004,0.553085,0.5334966,0.6362313,0.8132064,0.4447481,0.5334076,0.7351252,1.017536
193.5683,-1.775825,-1.613635,-1.211537,-1.769895,-1.879795,-1.509929,-2.101307,-0.8894479,-1.104911,-1.316745,-2.113678,-1.723053,-1.795488,-2.035392,-1.902901,-2.047029,-1.396998,-1.220284,-2.887204,-1.662626,0.4304833,0.2360991,0.8428116,0.798652,0.3719098,0.7745353,0.5254865,0.3856601,0.807603,0.3813532,0.7985691,0.8647425,0.5272872,0.5195869,0.6152516,0.8359919,0.4394655,0.5417995,0.7156999,1.027795
193.6964,-1.792466,-1.66519,-1.319311,-1.865192,-1.926501,-1.540811,-2.137381,-0.8875969,-1.100875,-1.312613,-2.001563,-1.654372,-1.596093,-1.797637,-1.720187,-1.530688,-1.331086,-1.13625,-2.414184,-1.43987,0.4080586,0.2365455,0.8311067,0.7922066,0.3823957,0.7757561,0.5292469,0.3837499,0.8058456,0.3931735,0.8010701,0.870322,0.5310418,0.5455154,0.6336797,0.8503928,0.4343279,0.5460742,0.7219837,1.032657
193.8243,-1.565981,-1.513976,-1.007932,-1.584754,-1.545721,-1.166821,-1.656096,-0.7531329,-0.9098288,-1.170434,-1.675733,-1.379058,-1.241035,-1.48942,-1.466771,-0.9988163,-1.220975,-0.9667023,-2.162496,-1.248351,0.4401362,0.2437594,0.8327598,0.7889106,0.382097,0.7833844,0.5494856,0.3871239,0.8274103,0.3915625,0.8033679,0.8628319,0.5438022,0.5708053,0.6453322,0.8545588,0.4335519,0.5229726,0.7174143,1.022278
193.9523,-1.390495,-1.407636,-0.8650604,-1.465045,-1.470411,-1.078987,-1.579244,-0.7104269,-0.8571716,-1.099075,-1.626471,-1.348839,-1.246392,-1.521609,-1.469358,-1.092495,-1.21941,-0.9885599,-2.274165,-1.254684,0.4169909,0.2399566,0.8334997,0.7813862,0.3834349,0.7804527,0.5554065,0.3893715,0.8306857,0.3959075,0.7906497,0.862203,0.5354336,0.5684911,0.6394175,0.8441508,0.4274983,0.5349547,0.7070768,1.024997
194.0804,-1.441299,-1.406084,-0.8857864,-1.498523,-1.511807,-1.112957,-1.657592,-0.724747,-0.8882282,-1.085916,-1.687853,-1.362087,-1.380414,-1.611559,-1.522304,-1.23178,-1.255124,-0.9896607,-2.438045,-1.26815,0.4260055,0.2496995,0.8343748,0.774722,0.3800609,0.7816157,0.5377501,0.3852586,0.818075,0.3792994,0.7797094,0.8549235,0.5153894,0.5541196,0.6244845,0.8488901,0.4258045,0.5195081,0.6986954,1.042484
194.2083,-1.44965,-1.393135,-0.9546615,-1.575594,-1.606968,-1.191003,-1.810924,-0.7490891,-0.9878913,-1.122366,-1.798069,-1.429959,-1.597603,-1.764018,-1.632238,-1.487077,-1.329867,-1.090001,-2.702427,-1.320633,0.4346842,0.2668634,0.8407179,0.7715825,0.4031681,0.7817096,0.5416232,0.3761815,0.8278102,0.3879125,0.7744595,0.8544495,0.4975219,0.5437399,0.6260958,0.8519926,0.4169955,0.5425561,0.6728138,1.063414
194.3363,-1.507361,-1.414671,-1.058905,-1.673018,-1.69766,-1.316674,-1.974087,-0.8141893,-1.079948,-1.146994,-1.935778,-1.560957,-1.800906,-1.944256,-1.778721,-1.808631,-1.41081,-1.114386,-2.915918,-1.438632,0.4151441,0.2816323,0.8436529,0.7696851,0.4030018,0.7842627,0.5381455,0.3772739,0.8132993,0.3670769,0.7664758,0.8540162,0.4886908,0.5340701,0.6280075,0.849416,0.4067283,0.5307273,0.6713378,1.061003
194.4643,-1.624317,-1.438444,-1.166473,-1.75939,-1.784126,-1.439966,-2.128857,-0.8636132,-1.143275,-1.225091,-2.078804,-1.682839,-2.006214,-2.099723,-1.852619,-2.089298,-1.495685,-1.179068,-3.143273,-1.537123,0.4290162,0.2973267,0.843708,0.7699265,0.4110159,0.7843428,0.5347826,0.3765774,0.8027343,0.373828,0.7613978,0.8529686,0.4830844,0.5267143,0.5897603,0.8403488,0.3935373,0.533388,0.6681994,1.062702
194.5923,-1.73368,-1.514259,-1.274119,-1.859274,-1.842828,-1.498761,-2.205611,-0.885631,-1.190344,-1.260626,-1.993363,-1.634555,-1.815251,-1.858424,-1.724839,-1.612769,-1.431499,-1.141754,-2.608546,-1.340658,0.4327989,0.2953913,0.8340867,0.7701002,0.4120433,0.7831094,0.5359933,0.3767902,0.8049431,0.3816216,0.7615573,0.8453122,0.49092,0.5439128,0.6137974,0.856591,0.39373,0.5457435,0.670799,1.051405
194.7203,-1.484886,-1.386338,-0.986045,-1.582138,-1.480367,-1.111677,-1.680469,-0.7626911,-0.9444576,-1.134591,-1.664628,-1.356116,-1.426899,-1.527965,-1.465067,-0.9849932,-1.323018,-0.9842761,-2.347999,-1.145379,0.4337698,0.2961653,0.8324947,0.7701513,0.4177725,0.7901076,0.5586047,0.4165531,0.8174034,0.3903814,0.7669949,0.8536965,0.4964804,0.5696353,0.6233917,0.8733768,0.3865653,0.545307,0.6715431,1.042641
194.8483,-1.349046,-1.309614,-0.8584862,-1.455321,-1.423775,-1.023887,-1.619006,-0.6875369,-0.9195296,-1.090925,-1.642753,-1.328578,-1.432735,-1.567493,-1.480068,-1.083891,-1.330934,-0.9790446,-2.446881,-1.182102,0.4465082,0.2863635,0.8337731,0.7578471,0.4206223,0.7891254,0.5536896,0.3898242,0.8071795,0.3826777,0.7633945,0.8528814,0.4915952,0.5621915,0.6172057,0.8635983,0.3857262,0.5326855,0.6647847,1.045272
194.9763,-1.354887,-1.308138,-0.8850799,-1.474954,-1.468886,-1.064725,-1.695011,-0.7150421,-0.9407216,-1.113196,-1.687058,-1.370165,-1.509591,-1.647937,-1.541088,-1.247818,-1.349093,-1.006044,-2.557027,-1.254445,0.4451644,0.290571,0.8370945,0.7560744,0.4118164,0.7843761,0.5432523,0.3899092,0.825033,0.3885486,0.75111,0.8491581,0.4840648,0.5569386,0.6049756,0.8499911,0.385859,0.5387295,0.6631452,1.04824
195.1043,-1.45218,-1.326965,-0.9448373,-1.533762,-1.564555,-1.156427,-1.835608,-0.7498164,-1.02081,-1.139115,-1.797771,-1.449888,-1.685022,-1.797065,-1.649802,-1.50508,-1.397824,-1.094041,-2.764862,-1.326631,0.4564047,0.2948778,0.8388439,0.7517066,0.4088655,0.7828279,0.5442224,0.3832521,0.8143308,0.378344,0.7422232,0.8487341,0.4757505,0.5436385,0.6089289,0.8431028,0.387393,0.5549609,0.6580867,1.057603
195.2323,-1.482067,-1.371011,-1.03892,-1.622183,-1.695218,-1.275684,-1.999272,-0.7960611,-1.100776,-1.185154,-1.930626,-1.563354,-1.858214,-1.943757,-1.783904,-1.800993,-1.453362,-1.113965,-2.918457,-1.444353,0.4327437,0.2982205,0.8362616,0.7509981,0.4200512,0.7819548,0.5451615,0.3814251,0.8067943,0.3745001,0.7451413,0.8453017,0.4713645,0.5366046,0.6167122,0.8363761,0.3853982,0.5341037,0.6638188,1.052639
195.3603,-1.609698,-1.43043,-1.148554,-1.718578,-1.798957,-1.40226,-2.131083,-0.8714762,-1.140452,-1.238589,-2.058537,-1.689424,-2.036245,-2.087857,-1.886007,-2.074429,-1.504198,-1.167009,-3.123466,-1.516634,0.4371754,0.2939636,0.836315,0.7532957,0.4093705,0.7765493,0.5435324,0.399004,0.7856485,0.3729221,0.739646,0.8485546,0.4631495,0.5268907,0.6076704,0.8375674,0.383212,0.5244712,0.6632696,1.053419
195.4883,-1.701192,-1.508233,-1.246382,-1.787562,-1.788327,-1.401158,-2.112622,-0.8818879,-1.182783,-1.28419,-1.929505,-1.586679,-1.772761,-1.79288,-1.670848,-1.470932,-1.421523,-1.078982,-2.567311,-1.282543,0.432249,0.2939738,0.8214737,0.752805,0.4123107,0.7780985,0.5462025,0.4101279,0.8343452,0.397283,0.7487318,0.8498579,0.4778958,0.5515016,0.6088715,0.8575705,0.3823826,0.5403029,0.6663122,1.042352
195.6163,-1.455376,-1.370194,-0.9350734,-1.515637,-1.477324,-1.060776,-1.666436,-0.7363409,-0.9244088,-1.150173,-1.629521,-1.350348,-1.433605,-1.514626,-1.456664,-0.9674987,-1.317851,-0.9857339,-2.348354,-1.158622,0.4532596,0.2968237,0.8194441,0.7530913,0.4169331,0.7822182,0.5623179,0.405659,0.8065535,0.3869605,0.7527583,0.8615383,0.4845217,0.5734643,0.6167555,0.8618749,0.384977,0.53553,0.6696639,1.046965
195.7443,-1.332556,-1.299554,-0.8456537,-1.420368,-1.451421,-1.009029,-1.655653,-0.7102306,-0.902575,-1.112085,-1.625897,-1.338018,-1.461279,-1.578443,-1.501747,-1.101079,-1.321655,-0.9586107,-2.437398,-1.198871,0.4508594,0.2878449,0.8305534,0.746634,0.4108264,0.7766824,0.5636344,0.4006188,0.8018045,0.3815729,0.7484946,0.8544999,0.4809027,0.5629329,0.6177742,0.85234,0.3835566,0.5181577,0.6668945,1.046996
195.8723,-1.376851,-1.30541,-0.8849865,-1.444216,-1.506212,-1.052976,-1.740288,-0.7199845,-0.9468856,-1.139733,-1.684822,-1.405856,-1.567066,-1.668391,-1.548453,-1.276599,-1.341821,-1.001044,-2.54819,-1.26705,0.4485413,0.2917041,0.8309151,0.7442643,0.4094196,0.7752308,0.5605735,0.3970749,0.8133931,0.378826,0.737992,0.8571113,0.4730895,0.555432,0.6039819,0.8443244,0.3841511,0.5181416,0.6666268,1.043423
196.0003,-1.395571,-1.339947,-0.9584282,-1.513268,-1.595029,-1.16171,-1.889367,-0.775211,-1.020767,-1.190327,-1.790642,-1.491075,-1.738,-1.815384,-1.694135,-1.54732,-1.395671,-1.083762,-2.729735,-1.36805,0.425353,0.2936169,0.8330724,0.7417693,0.4029953,0.7745951,0.5596861,0.3984313,0.7909793,0.3839357,0.733751,0.8581117,0.4666797,0.5457443,0.6046606,0.8411412,0.3854422,0.5432556,0.6727428,1.051741
196.1283,-1.49881,-1.389754,-1.065007,-1.606315,-1.714431,-1.284232,-2.032475,-0.8136112,-1.096546,-1.231937,-1.930097,-1.599571,-1.913365,-1.975342,-1.800647,-1.832947,-1.447525,-1.15228,-2.946117,-1.44516,0.4309894,0.2925282,0.8331846,0.7402173,0.4052359,0.7732956,0.5551566,0.3835924,0.7987245,0.3815656,0.7345971,0.8541984,0.4612662,0.5420505,0.6095583,0.8364421,0.3795929,0.5385994,0.6622033,1.053698
196.2563,-1.571613,-1.443429,-1.159401,-1.702133,-1.826878,-1.388272,-2.171307,-0.8846264,-1.196198,-1.283721,-2.061194,-1.705217,-2.104191,-2.115262,-1.912851,-2.099191,-1.511998,-1.185418,-3.126033,-1.531144,0.4125217,0.2981057,0.8342196,0.7444291,0.4120066,0.7683734,0.5554079,0.3953094,0.7900711,0.3819054,0.7316876,0.8506258,0.4550707,0.5291603,0.5957541,0.8277506,0.3804907,0.5319849,0.6621087,1.056209
196.3843,-1.697495,-1.497514,-1.225626,-1.723618,-1.752905,-1.326106,-2.063565,-0.871048,-1.104605,-1.278324,-1.861039,-1.553128,-1.732239,-1.742021,-1.625152,-1.344785,-1.399755,-1.062172,-2.490982,-1.274355,0.4227082,0.2925713,0.8123829,0.7411584,0.4130371,0.7770806,0.5652879,0.3865077,0.7955515,0.3815204,0.7389495,0.8568496,0.4744032,0.5570739,0.5912807,0.8556668,0.3819064,0.5420109,0.6737401,1.055806
196.5123,-1.361913,-1.333311,-0.9125102,-1.430439,-1.434563,-0.9850025,-1.61832,-0.7344925,-0.9015158,-1.131994,-1.532821,-1.313214,-1.389351,-1.467336,-1.414601,-0.8641344,-1.278217,-0.9167099,-2.273681,-1.094454,0.4231258,0.2971133,0.8256004,0.7411859,0.4150309,0.7795393,0.579545,0.400441,0.8147775,0.369847,0.7457721,0.8741244,0.4809923,0.5804248,0.624396,0.869255,0.3783338,0.5248139,0.666709,1.05318
196.6403,-1.235508,-1.252881,-0.7884675,-1.319503,-1.394822,-0.9105999,-1.588465,-0.6859308,-0.8485698,-1.094518,-1.509857,-1.318245,-1.40434,-1.523225,-1.434173,-1.004839,-1.283616,-0.9509463,-2.359645,-1.131262,0.42913,0.2938571,0.8264546,0.7334482,0.4152309,0.7765006,0.5756171,0.4008854,0.790572,0.3761358,0.7402333,0.8913988,0.4793788,0.5747896,0.6029633,0.860711,0.3787951,0.5350158,0.6541733,1.046778
196.7683,-1.294099,-1.244384,-0.8101268,-1.345155,-1.453392,-0.9541153,-1.699506,-0.6934664,-0.9284735,-1.096524,-1.582527,-1.360773,-1.50551,-1.620268,-1.517208,-1.192347,-1.306774,-0.999326,-2.491667,-1.207168,0.4340066,0.2942384,0.8280413,0.7345268,0.411769,0.7713649,0.5804428,0.3725025,0.8102945,0.369409,0.7353807,0.8833779,0.4719734,0.5702052,0.6037437,0.8526474,0.3781492,0.5472339,0.6576737,1.049372
196.8963,-1.33379,-1.28373,-0.8932496,-1.423263,-1.553881,-1.064833,-1.828716,-0.7438175,-1.011078,-1.124222,-1.69319,-1.458484,-1.672519,-1.770348,-1.627138,-1.46648,-1.351733,-1.028741,-2.683907,-1.313614,0.4270056,0.2994016,0.8305148,0.7362254,0.4074841,0.7713372,0.5674949,0.3884144,0.807152,0.3577204,0.732839,0.8863328,0.4630654,0.5579314,0.604956,0.8382821,0.3782982,0.5304612,0.6580249,1.057717
197.0243,-1.456363,-1.336417,-1.000051,-1.521622,-1.664784,-1.183902,-1.992824,-0.7943772,-1.092119,-1.20258,-1.823056,-1.570891,-1.85525,-1.917481,-1.754576,-1.736189,-1.415339,-1.08424,-2.859965,-1.409493,0.428131,0.2964568,0.8306868,0.7329488,0.4047633,0.7700862,0.5743343,0.3894993,0.8236127,0.3854802,0.7303414,0.8948238,0.461417,0.545755,0.6051081,0.8314713,0.3773344,0.5309218,0.6520951,1.053684
197.1523,-1.532814,-1.395885,-1.105505,-1.614488,-1.776411,-1.30763,-2.123603,-0.8739584,-1.156467,-1.261668,-1.951449,-1.677226,-2.044828,-2.074374,-1.836764,-2.038761,-1.472847,-1.172051,-3.02144,-1.525685,0.4268889,0.2990322,0.8274505,0.7348042,0.4058331,0.7681653,0.5674843,0.4013143,0.7972963,0.3801216,0.7250959,0.8854083,0.455939,0.5392276,0.5818288,0.834443,0.3781736,0.5371369,0.6642437,1.058663
197.2803,-1.631235,-1.462177,-1.166449,-1.631113,-1.70253,-1.23187,-2.012308,-0.8311638,-1.068575,-1.228975,-1.758741,-1.524723,-1.675869,-1.694324,-1.582907,-1.270025,-1.35376,-1.005669,-2.40247,-1.218068,0.4140818,0.292305,0.8047655,0.7312246,0.4123024,0.7739276,0.5845783,0.4021439,0.8204774,0.3696501,0.7365283,0.8946309,0.471582,0.5702764,0.5964106,0.8628281,0.3768557,0.523683,0.6633034,1.04571
197.4083,-1.313999,-1.299007,-0.8460863,-1.348405,-1.398419,-0.894274,-1.583339,-0.6944615,-0.8739856,-1.122095,-1.427328,-1.27405,-1.34192,-1.42372,-1.361661,-0.7963564,-1.240602,-0.88155,-2.173619,-1.061767,0.4221132,0.2972204,0.8136597,0.7332675,0.4184158,0.7821094,0.5971578,0.4019575,0.8278843,0.3882872,0.7439404,0.9123968,0.4784425,0.5947011,0.6195189,0.8736874,0.3798383,0.5266949,0.6724291,1.050494
197.5363,-1.200589,-1.216604,-0.7389176,-1.249636,-1.355252,-0.8289792,-1.558196,-0.6562502,-0.8719253,-1.048037,-1.422256,-1.279052,-1.351477,-1.48388,-1.388675,-0.9280882,-1.24074,-0.898699,-2.277342,-1.094348,0.4287691,0.2900876,0.8195697,0.7316165,0.4120483,0.7749313,0.5942448,0.3873615,0.8406358,0.3658246,0.7388684,0.9222333,0.4771127,0.5834114,0.6050329,0.8527277,0.3728581,0.5284036,0.6579449,1.042804
197.6643,-1.223126,-1.201773,-0.7722276,-1.283543,-1.398812,-0.8712144,-1.66555,-0.6852124,-0.8913822,-1.046432,-1.506965,-1.349885,-1.463012,-1.59083,-1.458332,-1.134183,-1.274907,-0.9189812,-2.425079,-1.161827,0.4260986,0.2941186,0.8223488,0.7286682,0.4083495,0.7696576,0.6002911,0.3897182,0.8123994,0.3641214,0.7299437,0.9312809,0.4722822,0.5795754,0.5968103,0.8494892,0.3813507,0.5178424,0.6539182,1.047049
197.7923,-1.304232,-1.224774,-0.8430915,-1.357847,-1.522576,-0.987465,-1.816789,-0.7390022,-0.9852518,-1.113214,-1.623657,-1.439976,-1.637842,-1.743615,-1.58694,-1.429877,-1.315543,-1.003179,-2.611819,-1.264907,0.4286762,0.3003412,0.8220021,0.7272605,0.4079012,0.7717006,0.588031,0.3886273,0.8206551,0.3742065,0.7226257,0.927125,0.4648281,0.5653005,0.5986089,0.8385287,0.3733092,0.5311913,0.6502538,1.04546
197.9203,-1.417706,-1.284585,-0.9546817,-1.459523,-1.632365,-1.116692,-1.982172,-0.7954007,-1.119404,-1.136653,-1.759682,-1.572713,-1.822372,-1.907624,-1.680097,-1.722604,-1.375101,-1.07173,-2.804967,-1.350978,0.4391962,0.3026368,0.8171964,0.725606,0.4060383,0.7679662,0.5900475,0.3860845,0.8593236,0.3597476,0.7185298,0.94096,0.4593242,0.5569125,0.5798779,0.8336406,0.3758003,0.536321,0.6510103,1.042549
