t_sec,abp_mmHg,resp_arbunit,spo2_unitless,scon_muS
0,0.5237532,0.1063899,1.269694,2.743852
0.04961387,0.3966055,0.05911323,1.269859,2.737393
0.1003597,0.5237532,-0.03544002,1.269859,2.743852
0.1501867,0.6509008,-0.1502561,1.269694,2.743852
0.2011599,0.6509008,-0.2785791,1.269694,2.743852
0.2498591,0.6509008,-0.3596254,1.269694,2.737393
0.2998358,0.5237532,-0.4406717,1.269694,2.737393
0.3506523,0.5237532,-0.535225,1.269694,2.743852
0.4002538,0.6509008,-0.6432852,1.269694,2.743852
0.4502459,0.6509008,-0.7445943,1.269694,2.743852
0.4993533,0.5237532,-0.7986269,1.269694,2.737393
0.5493348,0.6509008,-0.8188897,1.269694,2.737393
0.6003252,0.5237532,-0.8256407,1.269694,2.743852
0.6503577,0.3966055,-0.8594104,1.269859,2.737393
0.7012699,0.5237532,-0.8796732,1.269859,2.737393
0.7496265,0.6509008,-0.9539636,1.269694,2.737393
0.7993146,0.7780523,-0.9809824,1.269859,2.737393
0.8508306,0.6509008,-1.007996,1.269694,2.737393
0.900269,0.5237532,-1.014752,1.269859,2.737393
0.9507332,0.6509008,-1.062029,1.269694,2.737393
0.9995031,0.6509008,-1.06878,1.269694,2.737393
1.04948,0.5237532,-1.089043,1.269859,2.737393
1.099655,0.5237532,-1.156582,1.269859,2.737393
1.15102,0.5237532,-1.298412,1.269859,2.737393
1.199894,0.6509008,-1.359195,1.269694,2.737393
1.249614,0.6509008,-1.399721,1.269859,2.737393
1.300335,0.6509008,-1.406477,1.269859,2.737393
1.350023,0.5237532,-1.419984,1.269694,2.737393
1.400859,0.6509008,-1.514537,1.269694,2.737393
1.450112,0.6509008,-1.5348,1.269694,2.737393
1.499593,0.5237532,-1.528044,1.269694,2.737393
1.54935,0.6509008,-1.507781,1.269694,2.730934
1.600338,0.6509008,-1.474011,1.269694,2.730934
1.651101,0.5237532,-1.446998,1.269694,2.737393
1.699247,0.5237532,-1.419984,1.269859,2.737393
1.749977,0.6509008,-1.406477,1.269859,2.737393
1.800017,0.6509008,-1.386214,1.269859,2.737393
1.850013,0.6509008,-1.379458,1.269694,2.730934
1.901142,0.5237532,-1.338938,1.269694,2.737393
1.94964,0.6509008,-1.298412,1.269694,2.730934
1.999642,0.6509008,-1.237628,1.269859,2.737393
2.049644,0.6509008,-1.203859,1.269694,2.737393
2.100016,0.5237532,-1.190352,1.269694,2.737393
2.150992,0.5237532,-1.298412,1.269859,2.737393
2.19962,0.7780523,-1.325431,1.269694,2.730934
2.249614,0.6509008,-1.386214,1.269694,2.730934
2.299467,0.5237532,-1.413228,1.269694,2.730934
2.349351,0.6509008,-1.386214,1.269694,2.730934
2.400615,0.6509008,-1.325431,1.269694,2.730934
2.449352,0.5237532,-1.271398,1.269694,2.730934
2.499369,0.5237532,-1.143075,1.269694,2.730934
2.549973,0.5237532,-0.913443,1.269694,2.730934
2.599718,0.6509008,-0.6838108,1.269694,2.730934
2.650862,0.6509008,-0.5082112,1.269694,2.730934
2.699614,0.6509008,-0.3663764,1.269694,2.730934
2.74939,0.5237532,-0.2313024,1.269694,2.730934
2.799613,0.6509008,-0.09622353,1.269694,2.730934
2.849608,0.5237532,-0.008426228,1.269859,2.730934
2.900461,0.5237532,0.09288295,1.269694,2.730934
2.950136,0.5237532,0.1671783,1.26953,2.730934
2.999259,0.6509008,0.2819944,1.269694,2.730934
3.049416,0.5237532,0.3832986,1.269694,2.730934
3.099396,0.6509008,0.4846078,1.26953,2.730934
3.150995,0.5237532,0.4981147,1.269694,2.730934
3.199402,0.6509008,0.5589032,1.269694,2.730934
3.249359,0.6509008,0.5589032,1.269859,2.730934
3.299323,0.5237532,0.585917,1.269859,2.724475
3.350454,0.6509008,0.6061798,1.269859,2.730934
3.400368,0.6509008,0.6669633,1.269694,2.730934
3.450457,0.6509008,0.7345028,1.269859,2.724475
3.500425,0.5237532,0.71424,1.269859,2.724475
3.549884,0.5237532,0.7209959,1.269859,2.724475
3.599905,0.5237532,0.8020422,1.269859,2.730934
3.651,0.5237532,0.835812,1.269694,2.730934
3.699617,0.5237532,0.7547656,1.269694,2.724475
3.750357,0.6509008,0.707484,1.269694,2.730934
3.800413,0.5237532,0.7007331,1.269694,2.724475
3.850478,0.5237532,0.6939771,1.269859,2.730934
3.900453,0.6509008,0.5994239,1.269859,2.724475
3.950403,0.5237532,0.5183775,1.269694,2.724475
4.000445,0.5237532,0.4778568,1.269694,2.730934
4.049437,0.5237532,0.4103174,1.269859,2.730934
4.100342,0.5237532,0.336022,1.269859,2.724475
4.150884,0.5237532,0.2279619,1.269694,2.724475
4.200882,0.5237532,0.03209944,1.269694,2.724475
4.249601,0.6509008,-0.04894691,1.269694,2.724475
4.299554,0.5237532,-0.1435001,1.269694,2.724475
4.349715,0.5237532,-0.2785791,1.269694,2.724475
4.400711,0.6509008,-0.406902,1.269694,2.724475
4.450714,0.5237532,-0.5217181,1.270024,2.724475
4.499466,0.5237532,-0.663548,1.269694,2.724475
4.549933,0.5237532,-0.7310874,1.269694,2.724475
4.600087,0.6509008,-0.7783641,1.269694,2.724475
4.650956,0.3966055,-0.8256407,1.269694,2.724475
4.700962,0.5237532,-0.8931801,1.269859,2.730934
4.750355,0.6509008,-0.9337058,1.269694,2.724475
4.800388,0.6509008,-0.9674755,1.269694,2.730934
4.850126,0.6509008,-0.9877334,1.269859,2.724475
4.901249,0.5237532,-0.9877334,1.269859,2.724475
4.950736,0.5237532,-1.048522,1.269694,2.724475
4.999378,0.5237532,-1.062029,1.269859,2.724475
5.050477,0.5237532,-1.041766,1.269694,2.724475
5.099945,0.5237532,-1.129568,1.269694,2.724475
5.150686,0.5237532,-1.298412,1.269694,2.724475
5.201594,0.5237532,-1.406477,1.269694,2.724475
5.249441,0.5237532,-1.460505,1.269694,2.724475
5.300474,0.5237532,-1.474011,1.269859,2.724475
5.349681,0.5237532,-1.494274,1.26953,2.724475
5.401591,0.5237532,-1.582077,1.269694,2.724475
5.451443,0.5237532,-1.595583,1.269694,2.724475
5.499958,0.5237532,-1.602334,1.269859,2.724475
5.550166,0.6509008,-1.555058,1.269694,2.724475
5.599705,0.5237532,-1.521288,1.269694,2.724475
5.650952,0.5237532,-1.50103,1.269859,2.724475
5.700954,0.5237532,-1.474011,1.269859,2.724475
5.749538,0.5237532,-1.46726,1.269694,2.718016
5.800203,0.5237532,-1.453754,1.269694,2.724475
5.849826,0.6509008,-1.419984,1.269694,2.724475
5.901078,0.5237532,-1.359195,1.269859,2.724475
5.950907,0.269454,-1.345688,1.269694,2.718016
6.000122,0.6509008,-1.284905,1.269859,2.724475
6.050082,0.5237532,-1.244384,1.269859,2.724475
6.100076,0.3966055,-1.379458,1.269694,2.718016
6.150544,0.5237532,-1.440242,1.269859,2.718016
6.201446,0.5237532,-1.507781,1.269859,2.724475
6.250037,0.6509008,-1.507781,1.269859,2.718016
6.299956,0.5237532,-1.494274,1.269859,2.718016
6.349786,0.5237532,-1.514537,1.26953,2.718016
6.400842,0.6509008,-1.528044,1.269859,2.724475
6.450841,0.5237532,-1.480767,1.269859,2.718016
6.50033,0.5237532,-1.440242,1.269859,2.718016
6.550317,0.6509008,-1.392965,1.269859,2.718016
6.600083,0.6509008,-1.325431,1.269694,2.718016
6.651284,0.6509008,-1.251135,1.269859,2.718016
6.701368,0.6509008,-1.143075,1.269694,2.718016
6.750114,0.6509008,-1.03501,1.269859,2.718016
6.800627,0.6509008,-0.8391476,1.269859,2.718016
6.850362,0.6509008,-0.6365342,1.270024,2.718016
6.901634,0.6509008,-0.4879484,1.269694,2.718016
6.95164,0.6509008,-0.3461185,1.269694,2.718016
7.000365,0.6509008,-0.1840258,0.9798071,2.718016
7.05057,0.6509008,-0.008426228,0.9798071,2.718016
7.100365,0.3966055,0.0253435,0.9798071,2.718016
7.15132,0.6509008,0.086132,0.9798071,2.718016
7.201091,0.5237532,0.1604224,0.9798071,2.718016
7.249825,0.6509008,0.2482247,0.9798071,2.718016
7.299834,0.5237532,0.336022,0.9798071,2.718016
7.35036,0.6509008,0.3968105,0.9798071,2.718016
7.400533,0.5237532,0.4981147,0.9799718,2.711556
7.450601,0.6509008,0.6264377,0.9798071,2.718016
7.500334,0.5237532,0.6602074,0.9798071,2.718016
7.55036,0.6509008,0.7209959,0.9798071,2.718016
7.599593,0.6509008,0.8425629,0.9796425,2.718016
7.65132,0.6509008,0.9168583,0.9799718,2.718016
7.701318,0.6509008,0.950628,0.9798071,2.711556
7.750553,0.5237532,0.9708859,0.9798071,2.718016
7.800166,0.6509008,1.038425,0.9798071,2.718016
7.850057,0.5237532,1.112721,0.9798071,2.711556
7.901314,0.5237532,1.153241,0.9798071,2.718016
7.951312,0.5237532,1.159997,0.9798071,2.718016
8.000532,0.6509008,1.234288,0.9799718,2.718016
8.050445,0.5237532,1.261302,0.9798071,2.718016
8.100315,0.5237532,1.119472,0.9798071,2.718016
8.151191,0.5237532,1.058688,0.9799718,2.711556
8.200941,0.5237532,1.004656,0.9798071,2.718016
8.250565,0.5237532,1.031674,0.9799718,2.711556
8.300564,0.5237532,0.9236093,0.9798071,2.711556
8.350434,0.5237532,0.8155491,0.9798071,2.711556
8.401439,0.6509008,0.7412537,0.9796425,2.711556
8.451188,0.6509008,0.71424,0.9798071,2.718016
8.499939,0.5237532,0.5994239,0.9796425,2.711556
8.549962,0.6509008,0.4913637,0.9796425,2.711556
8.600327,0.5237532,0.4238243,0.9798071,2.711556
8.651432,0.6509008,0.329271,0.9798071,2.711556
8.701312,0.5237532,0.2414688,0.9798071,2.711556
8.749932,0.5237532,0.1401596,0.9798071,2.711556
8.799673,0.5237532,0.1063899,0.9798071,2.711556
8.850072,0.5237532,0.03209944,0.9798071,2.711556
8.900936,0.5237532,-0.05570285,0.9798071,2.711556
8.950608,0.6509008,-0.1435001,0.9798071,2.711556
8.999551,0.6509008,-0.2042837,0.9898543,2.711556
9.050707,0.6509008,-0.3326116,0.9898543,2.711556
9.100192,0.5237532,-0.5217181,0.9898543,2.711556
9.151185,0.6509008,-0.6703039,0.9896896,2.711556
9.201309,0.6509008,-0.7513502,0.9896896,2.711556
9.250723,0.5237532,-0.8594104,0.9900191,2.711556
9.300182,0.5237532,-1.082287,0.9900191,2.711556
9.349627,0.5237532,-1.244384,0.9896896,2.711556
9.400702,0.6509008,-1.311919,0.9896896,2.711556
9.451378,0.7780523,-1.372707,0.9896896,2.705097
9.500714,0.6509008,-1.419984,0.9898543,2.711556
9.549801,0.6509008,-1.460505,0.9898543,2.705097
9.599588,0.5237532,-1.480767,0.9898543,2.705097
9.651556,0.5237532,-1.541551,0.9900191,2.705097
9.701433,0.6509008,-1.56857,0.9898543,2.705097
9.750178,0.6509008,-1.582077,0.9898543,2.705097
9.800055,0.7780523,-1.56857,0.9898543,2.711556
