t_sec,nBack,number,expectedResponse,actualResponse
415.8038,1,2,0,0
417.9399,1,2,1,1
420.0455,1,2,1,1
422.1571,1,6,0,0
424.2676,1,0,0,0
426.3231,1,0,1,1
428.4346,1,1,0,0
430.548,1,6,0,0
432.6601,1,3,0,0
434.7346,1,3,1,1
436.8463,1,8,0,0
438.9592,1,4,0,0
441.1005,1,4,1,1
443.2125,1,1,0,0
445.3232,1,6,0,0
447.4364,1,8,0,0
449.5482,1,2,0,0
451.6633,1,8,0,0
453.7761,1,1,0,0
455.89,1,2,0,0
458.0047,1,6,0,0
460.1178,1,7,0,0
462.2296,1,2,0,0
464.3419,1,1,0,0
466.4724,1,1,1,1
468.5847,1,7,0,0
470.6986,1,5,0,0
472.812,1,3,0,0
474.9109,1,3,1,1
477.0273,1,2,0,0
479.1412,1,1,0,0
481.2513,1,2,0,0
483.36,1,7,0,0
485.4733,1,2,0,0
487.5883,1,2,1,1
489.6997,1,6,0,0
491.8138,1,4,0,0
493.9273,1,7,0,0
496.0402,1,5,0,0
498.1756,1,5,1,1
500.2852,1,6,0,0
502.3932,1,8,0,0
504.5067,1,5,0,0
506.6711,1,5,1,1
508.7818,1,9,0,0
510.9072,1,9,1,1
513.0029,1,9,1,1
515.1153,1,2,0,0
517.2308,1,9,0,0
519.3138,1,9,1,1
521.4256,1,3,0,0
523.5377,1,1,0,0
525.6555,1,9,0,0
527.7664,1,3,0,0
529.889,1,3,1,1
531.9905,1,3,1,1
534.0701,1,3,1,1
536.1812,1,0,0,0
538.2969,1,9,0,0
540.3508,1,9,1,1
542.4622,1,2,0,0
544.5729,1,9,0,0
546.6846,1,1,0,0
548.7372,1,1,1,1
550.8238,1,1,1,1
552.9332,1,5,0,0
555.0428,1,2,0,0
557.1127,1,2,1,1
559.2301,1,2,1,1
561.3428,1,9,0,0
563.399,1,9,1,1
565.5107,1,0,0,0
567.6282,1,0,1,1
569.7032,1,0,1,1
571.8147,1,2,0,0
573.9249,1,4,0,0
576.0351,1,7,0,0
578.156,1,7,1,1
580.2671,1,2,0,0
582.311,1,2,1,1
584.3835,1,2,1,1
586.4952,1,5,0,0
588.6086,1,4,0,0
590.6965,1,4,1,1
592.8145,1,8,0,0
594.9121,1,8,1,1
597.0262,1,2,0,0
599.139,1,6,0,0
601.2754,1,6,1,1
603.3882,1,5,0,0
605.5007,1,4,0,0
607.6089,1,4,1,1
609.6888,1,4,1,1
611.8025,1,6,0,0
613.9173,1,2,0,0
616.03,1,8,0,0
618.1431,1,6,0,0
620.1769,1,6,1,1
652.4149,2,5,0,0
654.527,2,9,0,0
656.6566,2,5,1,1
658.7692,2,5,0,0
660.8657,2,5,1,1
662.9781,2,7,0,0
665.1287,2,5,1,1
667.196,2,7,1,1
669.3081,2,8,0,0
671.4218,2,1,0,0
673.535,2,2,0,0
675.6453,2,7,0,0
677.6991,2,2,1,1
679.8354,2,7,1,1
681.949,2,1,0,0
684.0501,2,7,1,1
686.1952,2,1,1,1
688.3067,2,4,0,0
690.4183,2,7,0,0
692.5321,2,5,0,0
694.6466,2,5,0,0
696.7688,2,8,0,0
698.8265,2,5,1,1
700.8979,2,8,1,1
703.0071,2,3,0,0
705.1154,2,8,1,1
707.2284,2,7,0,0
709.3713,2,8,1,1
711.4833,2,4,0,0
713.5962,2,5,0,0
715.7082,2,3,0,0
717.7642,2,5,1,1
719.8273,2,3,1,1
721.9399,2,7,0,0
724.0512,2,0,0,0
726.2007,2,7,1,1
728.3143,2,9,0,0
730.4263,2,3,0,0
732.5437,2,1,0,0
734.6552,2,6,0,0
736.7692,2,4,0,0
738.8793,2,6,1,1
740.991,2,3,0,0
743.1159,2,6,1,1
745.219,2,3,1,1
747.3135,2,6,1,1
749.428,2,2,0,0
751.54,2,2,0,0
753.6532,2,5,0,0
755.7662,2,7,0,0
757.8725,2,5,1,1
760.0009,2,7,1,1
762.1105,2,3,0,0
764.2224,2,6,0,0
766.3366,2,8,0,0
768.4521,2,5,0,0
770.5616,2,8,1,1
772.673,2,0,0,0
774.7861,2,6,0,0
776.9413,2,0,1,1
779.056,2,7,0,0
781.1668,2,2,0,0
783.2656,2,7,1,1
785.3776,2,8,0,0
787.4901,2,3,0,0
789.5998,2,8,1,1
791.7115,2,8,0,0
793.8262,2,7,0,0
795.9397,2,5,0,0
798.053,2,1,0,0
800.1688,2,3,0,0
802.2398,2,1,1,1
804.3499,2,5,0,0
806.4632,2,4,0,0
808.5261,2,5,1,1
810.596,2,4,1,1
812.7111,2,3,0,0
814.8326,2,4,1,1
816.9439,2,0,0,0
819.055,2,4,1,1
821.1114,2,0,1,1
823.222,2,2,0,0
825.3329,2,0,1,0
827.4445,2,8,0,0
829.5766,2,0,1,1
831.6863,2,6,0,0
833.7396,2,0,1,1
835.7993,2,6,1,1
837.8667,2,0,1,1
840.0099,2,6,1,1
842.1237,2,0,1,0
844.2246,2,6,1,1
846.3156,2,0,1,1
848.4258,2,5,0,0
850.5388,2,2,0,0
852.6407,2,5,1,1
854.6869,2,2,1,1
856.7963,2,7,0,0
858.9306,2,2,1,1
861.0459,2,4,0,0
893.2988,3,2,0,0
895.4106,3,2,0,0
897.5198,3,2,0,0
899.6013,3,2,1,1
901.7156,3,2,1,1
903.8279,3,8,0,0
905.9404,3,3,0,0
908.0549,3,8,0,0
910.1682,3,5,0,0
912.2772,3,3,1,1
914.3877,3,8,1,0
916.5025,3,0,0,0
918.6169,3,5,0,0
920.7437,3,8,1,1
922.8568,3,9,0,0
924.952,3,5,1,1
927.0628,3,7,0,0
929.1945,3,9,1,1
931.3074,3,3,0,0
933.4221,3,9,0,0
935.5338,3,7,0,0
937.6444,3,2,0,0
939.7539,3,0,0,0
941.8655,3,5,0,0
943.9793,3,3,0,0
946.0912,3,5,0,0
948.2042,3,2,0,0
950.3162,3,4,0,0
952.4314,3,5,1,0
954.5453,3,5,0,0
956.6565,3,5,0,0
958.7694,3,8,0,0
960.8782,3,1,0,0
962.9876,3,5,1,0
965.0985,3,3,0,0
967.21,3,4,0,0
969.322,3,1,0,0
971.4337,3,8,0,0
973.5453,3,5,0,0
975.6587,3,3,0,0
977.7684,3,6,0,0
979.8792,3,4,0,0
981.9917,3,4,0,0
984.105,3,6,1,1
986.2205,3,7,0,0
988.3351,3,2,0,0
990.4499,3,1,0,0
992.5619,3,3,0,0
994.6806,3,2,1,1
996.7407,3,1,1,1
998.8535,3,5,0,0
1000.966,3,7,0,0
1003.075,3,5,0,1
1005.187,3,4,0,0
1007.3,3,8,0,0
1009.395,3,5,1,1
1011.505,3,2,0,0
1013.617,3,2,0,0
1015.744,3,5,1,0
1017.858,3,6,0,0
1019.931,3,2,1,1
1022.045,3,8,0,0
1024.158,3,2,0,0
1026.294,3,2,1,1
1028.331,3,8,1,1
1030.444,3,2,1,0
1032.534,3,2,1,1
1034.644,3,7,0,0
1036.751,3,6,0,0
1038.835,3,2,1,1
1040.948,3,7,1,0
1043.061,3,6,1,0
1045.172,3,4,0,0
1047.244,3,7,1,1
1049.327,3,6,1,1
1051.44,3,6,0,0
1053.553,3,7,1,0
1055.666,3,1,0,0
1057.776,3,8,0,0
1059.892,3,3,0,0
1062.002,3,1,1,1
1064.113,3,7,0,0
1066.257,3,3,1,1
1068.37,3,2,0,0
1070.44,3,7,1,1
1072.553,3,5,0,0
1074.663,3,1,0,0
1076.77,3,7,1,1
1078.842,3,5,1,1
1080.958,3,7,0,0
1083.07,3,8,0,0
1085.183,3,8,0,0
1087.296,3,2,0,0
1089.407,3,3,0,0
1091.518,3,5,0,0
1093.63,3,1,0,0
1095.754,3,5,0,0
1097.867,3,6,0,0
1099.981,3,5,0,0
1102.091,3,8,0,0
