t_sec,O11_muM,O12_muM,O21_muM,O23_muM,O32_muM,O33_muM,O34_muM,O42_muM,O44_muM,O45_muM,O53_muM,O54_muM,O56_muM,O64_muM,O65_muM,O66_muM,O75_muM,O77_muM,O86_muM,O87_muM,D11_muM,D12_muM,D21_muM,D23_muM,D32_muM,D33_muM,D34_muM,D42_muM,D44_muM,D45_muM,D53_muM,D54_muM,D56_muM,D64_muM,D65_muM,D66_muM,D75_muM,D77_muM,D86_muM,D87_muM
1.356595,-0.2714049,0.1798106,-0.6626941,-0.3417829,-0.5800725,-0.9968669,-1.127721,0.3460606,-0.08084419,-0.8820415,-0.354904,-0.5394784,-0.2513495,-1.197335,-0.6954378,-0.9615086,0.04025694,-0.3218565,0.3739922,-0.9578918,0.4306808,0.1152311,0.4575501,0.4455032,0.236291,0.3188474,0.400253,0.1479291,0.329785,-0.2794693,0.5971124,0.7138811,0.4414171,0.531471,0.4260442,0.2991198,0.2488593,0.5696657,0.7051359,0.7947589
1.484594,-0.3509174,0.1346085,-0.7362341,-0.4101848,-0.6514076,-1.078842,-1.218182,0.3307878,-0.1301866,-0.8997191,-0.4124252,-0.5930276,-0.3113054,-1.318513,-0.8047293,-1.067359,-0.01389213,-0.3667026,0.3156372,-1.037745,0.4552377,0.1178548,0.4596137,0.4471062,0.2449637,0.3140426,0.389957,0.1297551,0.3199028,-0.2765186,0.5986184,0.7126524,0.4420278,0.5269526,0.4255634,0.3043523,0.2457187,0.5527939,0.7081104,0.7935147
1.612593,-0.3795188,0.09359266,-0.7335543,-0.4308978,-0.6694565,-1.090091,-1.241962,0.306295,-0.147743,-0.8985276,-0.3805922,-0.5555678,-0.279417,-1.140936,-0.6476194,-0.9500777,0.07285727,-0.2469138,0.4773982,-0.7989785,0.435589,0.1176202,0.4571786,0.4492921,0.2501927,0.3099131,0.3980412,0.1461253,0.3293528,-0.275944,0.6032827,0.7163697,0.4438059,0.5340338,0.4237589,0.3024775,0.2485156,0.57172,0.718246,0.7983777
1.740592,-0.239707,0.1364912,-0.5403035,-0.257908,-0.4873186,-0.8475973,-0.9369681,0.3637691,-0.01383769,-0.8684078,-0.2543045,-0.428555,-0.1540206,-0.8593004,-0.4232917,-0.6461854,0.1778672,-0.1548582,0.5848918,-0.6869472,0.4576423,0.1157746,0.4598837,0.4524262,0.2538924,0.3284651,0.4147453,0.1498459,0.3408419,-0.2720322,0.6067324,0.7167482,0.4479729,0.5443456,0.4438845,0.278296,0.2495252,0.5657209,0.7230138,0.8015737
1.868591,-0.1659432,0.1947006,-0.4516617,-0.1677445,-0.3875455,-0.7341872,-0.8057108,0.3952121,0.04497256,-0.8514906,-0.2118159,-0.3850919,-0.1167515,-0.8018141,-0.3627578,-0.7010916,0.2031383,-0.1178554,0.5867678,-0.6997717,0.4378445,0.1132162,0.4574705,0.4501989,0.2603922,0.3304462,0.4189138,0.1620368,0.3470106,-0.2696833,0.6047109,0.7181466,0.4462846,0.543419,0.4386857,0.3521029,0.2542023,0.5450474,0.7154164,0.7987515
1.99659,-0.1853541,0.2043061,-0.4552391,-0.1624444,-0.3777211,-0.7466477,-0.8224108,0.4374745,0.06216179,-0.8434731,-0.2145217,-0.3919278,-0.1283928,-0.8197833,-0.3708794,-0.676158,0.2124735,-0.1438561,0.5698368,-0.7300039,0.4567266,0.1193426,0.4529299,0.4397259,0.2573088,0.3274474,0.4167608,0.1510961,0.3356197,-0.2746079,0.6016872,0.7155984,0.4461016,0.5334766,0.4337439,0.3298454,0.2545063,0.5537239,0.7120248,0.7967941
2.124589,-0.1992182,0.2121806,-0.489373,-0.1883862,-0.4072343,-0.7963272,-0.879011,0.4226223,0.0267506,-0.8478708,-0.2464313,-0.4180812,-0.1542949,-0.911982,-0.4477998,-0.760664,0.1873208,-0.1766169,0.5262823,-0.7941886,0.4557186,0.113731,0.451579,0.4365142,0.2573316,0.3231653,0.4075349,0.1498125,0.3407365,-0.2707953,0.5989907,0.7150342,0.4454633,0.5357416,0.4448203,0.3253188,0.2560475,0.5709668,0.7091734,0.7990212
2.252588,-0.2596907,0.1931236,-0.5433173,-0.2289944,-0.4603593,-0.8688068,-0.9627199,0.3907302,-0.0251993,-0.8522543,-0.2927591,-0.4590124,-0.2031462,-1.028371,-0.5310186,-0.8636062,0.1554914,-0.2138966,0.4731795,-0.8546466,0.4605534,0.117035,0.4528771,0.4309754,0.2576952,0.3191596,0.3987736,0.1547487,0.3432876,-0.2747096,0.5969389,0.7113622,0.4463856,0.5318268,0.431228,0.3179609,0.2546906,0.5542706,0.7070387,0.7935304
2.380587,-0.2811388,0.1665771,-0.6022329,-0.2855876,-0.514958,-0.9502138,-1.058883,0.3896199,-0.06498961,-0.8673919,-0.33653,-0.5164684,-0.2462842,-1.142421,-0.6172875,-0.9720392,0.1110946,-0.2406226,0.420043,-0.9237233,0.443091,0.1184496,0.4539261,0.4315237,0.2585189,0.3187284,0.4001417,0.1485892,0.3310383,-0.2739576,0.5946878,0.7162386,0.4454668,0.5302511,0.4279091,0.3308248,0.2542495,0.542823,0.7084765,0.7955829
2.508586,-0.3074229,0.1304163,-0.6578902,-0.3392077,-0.5754366,-1.028379,-1.14777,0.3458892,-0.1250808,-0.8831108,-0.3862362,-0.5622442,-0.2875049,-1.257195,-0.7165219,-1.075052,0.05852629,-0.3189563,0.3652569,-1.004108,0.4532767,0.1209071,0.4510699,0.4265895,0.2575239,0.3147331,0.3974054,0.1691421,0.3341957,-0.2708499,0.5947522,0.7108331,0.4428202,0.5297809,0.4262649,0.3468006,0.2550313,0.5489951,0.708005,0.7986798
2.636586,-0.3225916,0.08950801,-0.7262824,-0.3980033,-0.630065,-1.097183,-1.239088,0.3163991,-0.1756894,-0.8958358,-0.4087197,-0.5939234,-0.3118289,-1.246055,-0.7102208,-1.053875,0.09895209,-0.2513507,0.4601306,-0.8542337,0.4226693,0.1218505,0.453512,0.4281592,0.2525924,0.3110334,0.3975735,0.1644694,0.3342869,-0.2738042,0.5956998,0.7152809,0.445518,0.5273267,0.4338969,0.3151686,0.252047,0.5504367,0.7150633,0.8010125
2.764585,-0.2633689,0.1098525,-0.5284605,-0.2534083,-0.476803,-0.8830236,-0.9765471,0.3806629,-0.03804906,-0.8642302,-0.2809651,-0.4554665,-0.18161,-0.9181081,-0.4325507,-0.8119252,0.2046837,-0.1513876,0.5811229,-0.7282264,0.4529459,0.1221829,0.4527618,0.4323407,0.2606972,0.31971,0.4177291,0.1664843,0.346422,-0.265182,0.601482,0.7201504,0.4487839,0.5336665,0.4326423,0.3257211,0.2596804,0.5636988,0.7194505,0.805426
2.892584,-0.1503706,0.171968,-0.4146552,-0.1365964,-0.3466665,-0.7307268,-0.8018379,0.4362611,0.04462539,-0.8326846,-0.2112764,-0.3850736,-0.11638,-0.8080316,-0.3333623,-0.6685035,0.2497732,-0.116461,0.6041382,-0.7144786,0.4337412,0.118366,0.4496587,0.4289244,0.2651584,0.3275714,0.4215992,0.168782,0.3559278,-0.2647041,0.6004012,0.7166644,0.4493482,0.5389153,0.4440716,0.3070699,0.2606,0.5470158,0.7120699,0.7996149
3.020583,-0.1531429,0.1987007,-0.4212196,-0.1243239,-0.3270243,-0.7324269,-0.8022514,0.4501301,0.05610461,-0.8261938,-0.2115113,-0.3884377,-0.1269549,-0.8299317,-0.3282309,-0.6565547,0.2728829,-0.1334169,0.5998886,-0.729385,0.4425838,0.1181967,0.4458008,0.4212476,0.2573928,0.3238811,0.4138948,0.1750761,0.3406793,-0.2654591,0.5966568,0.7178658,0.4512965,0.5375165,0.4376912,0.3085368,0.2588234,0.5736828,0.7080724,0.7997752
3.148582,-0.1528705,0.2051559,-0.4441024,-0.1343396,-0.3475028,-0.7647699,-0.8360408,0.4553118,0.04853746,-0.8218748,-0.2293604,-0.4032293,-0.140749,-0.8990886,-0.384278,-0.7614202,0.2528192,-0.1604464,0.5639294,-0.7787048,0.4269535,0.118748,0.4435864,0.4140183,0.2611609,0.3209272,0.4071138,0.1837778,0.3413577,-0.2675475,0.5968564,0.711674,0.4479757,0.5329793,0.4318065,0.3278418,0.2637834,0.5768823,0.7020439,0.7995364
3.276581,-0.2011519,0.1989468,-0.4929501,-0.1733407,-0.3847322,-0.8289755,-0.9152228,0.4603093,0.01469807,-0.825146,-0.2652147,-0.4458643,-0.1760439,-1.006979,-0.4683922,-0.7936229,0.2227284,-0.2068795,0.513203,-0.840269,0.4343778,0.1185652,0.443953,0.4102193,0.2545526,0.3159757,0.4015364,0.1760837,0.3359404,-0.2686678,0.5915945,0.7129696,0.4467809,0.5296789,0.4341872,0.3009993,0.2595135,0.5629485,0.7002022,0.7973847
3.40458,-0.2435363,0.1758482,-0.5517816,-0.2175528,-0.4258941,-0.8996812,-1.003433,0.4338196,-0.03530934,-0.8375233,-0.3121157,-0.4919993,-0.2202704,-1.116051,-0.5606493,-0.9206139,0.175359,-0.2412355,0.4663864,-0.9040989,0.4407379,0.1212095,0.4427969,0.404605,0.2420375,0.3111152,0.3984594,0.1741503,0.3402807,-0.2651155,0.5928897,0.7142457,0.446301,0.5285099,0.4339816,0.3156309,0.262363,0.5485722,0.7005346,0.7990785
3.532579,-0.2526983,0.1466272,-0.608364,-0.2690533,-0.4880158,-0.9812272,-1.094313,0.3932745,-0.09335603,-0.8499282,-0.3536099,-0.5390213,-0.2629836,-1.215578,-0.6391759,-1.007425,0.1311143,-0.2905414,0.4193715,-0.970364,0.4306918,0.1201204,0.4441711,0.4021494,0.2503843,0.3120534,0.3983604,0.188623,0.3410722,-0.2681399,0.5916737,0.7159851,0.4456572,0.5233825,0.4235493,0.3043977,0.2585397,0.5560756,0.6996642,0.7988094
3.660578,-0.3716809,0.1178555,-0.672928,-0.3211787,-0.5548376,-1.054626,-1.18293,0.371916,-0.1531305,-0.866667,-0.4038621,-0.5880836,-0.3065734,-1.313854,-0.7192833,-1.155865,0.09861211,-0.3131353,0.4335833,-0.9395903,0.4859418,0.1173694,0.4394668,0.398257,0.2495598,0.308658,0.3951581,0.1793339,0.3472231,-0.2626187,0.5936559,0.7171078,0.4470649,0.5260701,0.4229101,0.3510572,0.2562473,0.5534558,0.7026743,0.8007259
3.788578,-0.3370066,0.1070268,-0.5328423,-0.2459747,-0.4599212,-0.9277343,-1.021822,0.4112376,-0.04499901,-0.8411214,-0.2893879,-0.4693228,-0.1964404,-0.9735399,-0.453752,-0.858888,0.2329316,-0.1573644,0.5991272,-0.7445729,0.47862,0.1233837,0.4389732,0.4043191,0.2539403,0.312266,0.4078368,0.1673534,0.340353,-0.268126,0.5990039,0.7205855,0.4484793,0.5355148,0.4377664,0.3217783,0.2605447,0.5551966,0.7118697,0.8044224
3.916577,-0.1881725,0.1730222,-0.377716,-0.08719707,-0.2875582,-0.7009888,-0.7630142,0.4886074,0.08549166,-0.8009866,-0.1747012,-0.3454091,-0.07631704,-0.726474,-0.2311248,-0.639317,0.3237849,-0.0959631,0.6937765,-0.6664712,0.4449543,0.1238303,0.4379413,0.4043152,0.2611115,0.3231431,0.4176366,0.1695549,0.3462132,-0.2590178,0.6004688,0.7205384,0.4509925,0.5400068,0.4492829,0.3358847,0.2675656,0.5676863,0.7071105,0.8019718
4.044576,-0.1406388,0.2399605,-0.3335626,-0.02150813,-0.205568,-0.643627,-0.6895769,0.5293646,0.1325218,-0.7906981,-0.1507771,-0.3202289,-0.05877195,-0.7158566,-0.2100644,-0.5758377,0.3464813,-0.1198896,0.6973245,-0.6698503,0.4547177,0.1223534,0.4354447,0.3969788,0.2554891,0.3243167,0.4141596,0.1771309,0.346174,-0.2577558,0.5977089,0.7193068,0.4503872,0.5386342,0.4431471,0.3106217,0.2649039,0.5742589,0.6961529,0.7992725
4.172575,-0.1123995,0.2680261,-0.3347813,-0.01227554,-0.1948003,-0.6434842,-0.6948324,0.5502511,0.1372865,-0.7869624,-0.150482,-0.3195387,-0.06356379,-0.7493284,-0.2348168,-0.5949643,0.3427297,-0.06779046,0.6684523,-0.7010231,0.4572375,0.1211173,0.432864,0.3883194,0.2520547,0.3200961,0.4077713,0.1861047,0.3469079,-0.2569412,0.5963197,0.7183656,0.4456106,0.5344016,0.4385847,0.3148097,0.2667356,0.5451246,0.6923751,0.7960765
4.300574,-0.1341662,0.277836,-0.3703699,-0.03325014,-0.2186192,-0.6990564,-0.7590432,0.5545101,0.1066229,-0.7824004,-0.180977,-0.3471412,-0.09463077,-0.8334162,-0.3006288,-0.6787913,0.3156954,-0.1173653,0.6275378,-0.7542284,0.4511311,0.123824,0.4344626,0.379729,0.2595589,0.3155879,0.4030108,0.1786689,0.3485065,-0.2639603,0.5931531,0.7172496,0.4457126,0.5293142,0.4370864,0.3079216,0.2672219,0.5572126,0.6868536,0.7935585
4.428573,-0.1548583,0.2715067,-0.4240917,-0.07718922,-0.271624,-0.7737992,-0.8389249,0.5448378,0.06044497,-0.7959166,-0.2221774,-0.3849463,-0.1322266,-0.9410593,-0.3868896,-0.8196163,0.2766664,-0.1930647,0.5842256,-0.811323,0.4389122,0.1244481,0.4330458,0.3753062,0.2534721,0.313814,0.4007695,0.1905443,0.348369,-0.2601688,0.5910225,0.7143526,0.4427862,0.527137,0.435149,0.3367914,0.2673729,0.5580297,0.6859409,0.79305
4.556572,-0.1937506,0.2476192,-0.4766422,-0.1221384,-0.3163604,-0.8408986,-0.9244068,0.5128911,0.00217598,-0.8060224,-0.2632954,-0.4283141,-0.1717764,-1.05155,-0.4648694,-0.8553854,0.2302763,-0.2268719,0.5365666,-0.8718018,0.4507287,0.1264263,0.4270868,0.3716527,0.2468861,0.3080328,0.3974478,0.1893438,0.3597944,-0.2653861,0.5921416,0.7135199,0.4414112,0.530551,0.4271976,0.3195222,0.2653461,0.5586963,0.6840432,0.7913501
4.684571,-0.255874,0.2241563,-0.5417117,-0.1750253,-0.3894479,-0.9118456,-1.009324,0.4752308,-0.02606334,-0.8175858,-0.3053426,-0.4779565,-0.2170975,-1.147589,-0.5555472,-0.9325517,0.1806066,-0.2630599,0.4868143,-0.939716,0.4648163,0.1278491,0.4308651,0.3710189,0.2567019,0.3041533,0.3935764,0.1942056,0.3450796,-0.263334,0.5873392,0.714884,0.4415516,0.5239385,0.4250455,0.2950968,0.2594676,0.5358493,0.6828467,0.7929063
4.81257,-0.2858648,0.1901702,-0.6044837,-0.2256461,-0.4417386,-0.9910647,-1.094329,0.4704011,-0.07858247,-0.821636,-0.3430694,-0.5105207,-0.2442366,-1.179831,-0.5914863,-0.992633,0.1921032,-0.2586654,0.5571326,-0.832371,0.4309806,0.1294677,0.4328616,0.3683357,0.2521567,0.3038539,0.3897339,0.173849,0.3477976,-0.2620265,0.5904552,0.7150628,0.4387525,0.5230389,0.4313568,0.3113939,0.2622524,0.5615547,0.6898167,0.7921981
4.940569,-0.2376285,0.2107596,-0.4129284,-0.0907746,-0.2889585,-0.7827634,-0.8377942,0.5184453,0.04625056,-0.7983136,-0.1993254,-0.3575043,-0.1071424,-0.806272,-0.2825307,-0.6686699,0.3138707,-0.1435876,0.7260817,-0.6587886,0.4791593,0.1286729,0.4292648,0.3702463,0.2596912,0.3126637,0.4087185,0.1923293,0.3621724,-0.2550946,0.5954028,0.7186939,0.4431276,0.5381643,0.4413527,0.3040475,0.2647111,0.5631726,0.6899861,0.7948793
5.068568,-0.07497654,0.287121,-0.2649191,0.06035686,-0.1195245,-0.5708416,-0.6073183,0.5974112,0.1831052,-0.7608297,-0.09659137,-0.249683,-0.001751053,-0.6033759,-0.1014137,-0.4917801,0.3784402,-0.08814453,0.7830117,-0.6094279,0.4335034,0.1314296,0.4301099,0.3698281,0.2640875,0.3225438,0.4189405,0.1893919,0.3598655,-0.2523367,0.6001977,0.7241699,0.4464931,0.5485094,0.4489489,0.3263179,0.2712449,0.5660146,0.6855172,0.7922714
5.196568,-0.05363271,0.3546051,-0.2459946,0.1018456,-0.06637593,-0.5437603,-0.568766,0.6418428,0.213329,-0.7466113,-0.08359446,-0.2283904,0.004390501,-0.6016957,-0.09493386,-0.5328655,0.3969483,-0.06350262,0.7838909,-0.6103286,0.4545863,0.1289296,0.4273524,0.3595985,0.2670014,0.3213401,0.4169585,0.1858105,0.3632762,-0.2577761,0.5946962,0.7232482,0.4455158,0.5430732,0.4455237,0.3286347,0.2713432,0.5577141,0.6778356,0.7897285
5.324566,-0.03893127,0.3856924,-0.2512879,0.107593,-0.05306388,-0.5599394,-0.5781329,0.6560599,0.2083645,-0.7490439,-0.09076668,-0.2305878,-0.006436158,-0.6462976,-0.1303829,-0.5493194,0.3815429,-0.1028314,0.7489895,-0.6453301,0.4485872,0.1292473,0.4221362,0.3509433,0.2558922,0.3184088,0.4081153,0.1878791,0.369487,-0.2555886,0.5905133,0.7161015,0.4393714,0.5392477,0.4413879,0.3206735,0.2728918,0.568216,0.6724526,0.7877229
5.452566,-0.04766626,0.3944918,-0.2913398,0.0794292,-0.08564532,-0.6213219,-0.6464279,0.6563612,0.1974738,-0.7491,-0.1276392,-0.2616996,-0.03866357,-0.7405378,-0.211521,-0.5923904,0.3488817,-0.1013705,0.702355,-0.696992,0.4532947,0.1313246,0.4207014,0.3427519,0.2582988,0.3143888,0.4059663,0.1857543,0.3507648,-0.2592764,0.590086,0.7147655,0.4354973,0.5342596,0.4398272,0.3141298,0.2713718,0.5415668,0.6688464,0.783748
5.580565,-0.1079005,0.3809723,-0.3504147,0.03454696,-0.1345353,-0.6873111,-0.727312,0.6503107,0.1407244,-0.7687957,-0.1608569,-0.3084895,-0.08223469,-0.8459227,-0.3008977,-0.7330856,0.3041224,-0.1539032,0.6579269,-0.7578248,0.4692675,0.1320493,0.4180426,0.3392836,0.250596,0.3074816,0.4012196,0.1768074,0.3627723,-0.2578314,0.5858552,0.7167398,0.4330457,0.5327731,0.4296576,0.3370631,0.2719675,0.5555515,0.66914,0.7858911
5.708564,-0.1207526,0.3585489,-0.4179839,-0.01151865,-0.195827,-0.7589733,-0.8155599,0.6051458,0.1033238,-0.7870367,-0.2044524,-0.3478853,-0.1233712,-0.9510971,-0.3859027,-0.8065915,0.2540917,-0.2433165,0.608304,-0.8140651,0.4380219,0.1336697,0.4190948,0.3317663,0.2500249,0.3029531,0.3977809,0.1838323,0.3490351,-0.2624327,0.5859355,0.7131636,0.4318527,0.529699,0.429254,0.3197955,0.2713504,0.5810723,0.6684113,0.785593
5.836563,-0.1728679,0.3326556,-0.4747798,-0.06458513,-0.2517325,-0.8350296,-0.9002872,0.5790905,0.05688395,-0.8102555,-0.2497954,-0.3912016,-0.169877,-1.052586,-0.4977324,-0.85411,0.2025645,-0.2751618,0.5570562,-0.8802094,0.4515653,0.1354351,0.4193712,0.331645,0.2483906,0.3024939,0.3897024,0.1879984,0.3580756,-0.2603728,0.5891634,0.7149697,0.4320941,0.5282237,0.4291005,0.291762,0.2641426,0.5672512,0.665651,0.7889116
5.964562,-0.2313063,0.2971477,-0.5546848,-0.1246676,-0.3263831,-0.909733,-0.98994,0.5421916,-0.005400896,-0.8356255,-0.2846605,-0.4420913,-0.2059207,-1.087932,-0.5281815,-0.9180748,0.215607,-0.2207332,0.6292872,-0.7650422,0.4603163,0.1367842,0.4170661,0.3302767,0.2447846,0.3000599,0.3891849,0.1763419,0.3580633,-0.2732465,0.5884793,0.7176142,0.4289757,0.5289813,0.4186395,0.3249318,0.2652069,0.556317,0.6713302,0.7878492
6.092561,-0.1845682,0.3140666,-0.3847083,0.02257843,-0.1792001,-0.6805342,-0.7181045,0.6056982,0.1537004,-0.8072739,-0.152044,-0.286401,-0.07385803,-0.6956178,-0.2435761,-0.6205036,0.3346573,-0.08620706,0.7909961,-0.5948507,0.4768368,0.130808,0.4060163,0.3348233,0.2502272,0.3105362,0.4060772,0.1896738,0.3567304,-0.2677053,0.5941104,0.7203531,0.4330221,0.5427852,0.435117,0.3418608,0.2728865,0.55531,0.677975,0.7946607
6.22056,-0.06750815,0.3986545,-0.2659616,0.1716727,-0.0002145668,-0.4618977,-0.4818753,0.6847819,0.2863345,-0.7770311,-0.03632478,-0.159077,0.04162476,-0.4742364,-0.07802457,-0.4141198,0.392931,-0.05320623,0.8381782,-0.5440764,0.4760038,0.1303514,0.3975047,0.3347822,0.2585559,0.3246788,0.4182509,0.192232,0.3614908,-0.2702202,0.5985499,0.7240484,0.4351681,0.5528367,0.4408959,0.335725,0.2734385,0.5601968,0.6736949,0.7909085
6.348559,0.001383715,0.4684398,-0.2321655,0.2085099,0.05389066,-0.4238612,-0.4251792,0.7146032,0.3288195,-0.779572,-0.01693264,-0.1360156,0.04584619,-0.4628244,-0.06809062,-0.4375503,0.4050456,-0.04782017,0.839978,-0.5380508,0.4430348,0.134743,0.4021277,0.3287573,0.2580502,0.3235219,0.4122007,0.1728132,0.3591334,-0.2816097,0.5950946,0.7195643,0.4291956,0.5455099,0.4307869,0.3343193,0.2733786,0.5789774,0.6684847,0.7886612
6.476558,0.02183313,0.4995984,-0.2376615,0.2206906,0.05703974,-0.437501,-0.4459067,0.7239041,0.3318445,-0.7706752,-0.03210823,-0.1393764,0.03665244,-0.5192618,-0.09323021,-0.4516924,0.3928424,-0.072046,0.8073995,-0.5796115,0.4317992,0.1346685,0.4013536,0.3215096,0.2601377,0.3223808,0.413808,0.1746463,0.3578226,-0.2751158,0.5909535,0.7196164,0.4309575,0.5458209,0.43413,0.3326939,0.2740816,0.5762504,0.6605855,0.7839335
6.604558,-0.01363716,0.4974742,-0.2876484,0.1942405,0.01907768,-0.483814,-0.4977948,0.7263075,0.292512,-0.7792452,-0.05813587,-0.1672347,-0.007888598,-0.602118,-0.1771849,-0.5671972,0.3726234,-0.08364845,0.7604399,-0.627782,0.4582381,0.1346961,0.396787,0.3150173,0.248676,0.3174717,0.4096501,0.1866607,0.3718926,-0.274915,0.5884976,0.7188038,0.4264868,0.542033,0.4319821,0.3693911,0.2781595,0.5520414,0.6627379,0.7861664
