t_sec,nBack,number,expectedResponse,actualResponse
414.4292,1,5,1,1
416.5146,1,5,1,1
418.6639,1,5,1,1
420.7777,1,1,0,0
422.8887,1,5,0,0
424.9976,1,8,0,0
427.1086,1,7,0,0
429.2201,1,4,0,0
431.2895,1,4,1,1
433.334,1,4,1,1
435.445,1,9,0,0
437.5545,1,8,0,0
439.6629,1,5,0,0
441.7733,1,9,0,0
443.8844,1,8,0,0
445.9392,1,8,1,1
448.0471,1,2,0,0
450.1557,1,1,0,0
452.2018,1,1,1,1
454.31,1,3,0,0
456.4233,1,2,0,0
458.5342,1,1,0,0
460.6471,1,2,0,0
462.7592,1,3,0,0
464.871,1,1,0,0
466.982,1,4,0,0
469.0895,1,8,0,0
471.1976,1,2,0,0
473.3081,1,1,0,0
475.4092,1,1,1,1
477.5305,1,1,1,1
479.642,1,2,0,0
481.754,1,2,1,1
483.8661,1,8,0,0
486.0107,1,8,1,1
488.1204,1,1,0,0
490.2307,1,7,0,0
492.3394,1,1,0,0
494.4528,1,1,1,1
496.5639,1,4,0,0
498.6747,1,7,0,0
500.7898,1,3,0,0
502.8774,1,3,1,1
504.9716,1,3,1,1
507.0819,1,1,0,0
509.1913,1,5,0,0
511.262,1,5,1,1
513.3719,1,8,0,0
515.4656,1,8,1,1
517.5757,1,3,0,0
519.6866,1,7,0,0
521.7964,1,4,0,0
523.9075,1,4,1,1
526.0172,1,9,0,0
528.1308,1,2,0,0
530.1865,1,2,1,1
532.3001,1,9,0,0
534.4111,1,7,0,0
536.5235,1,0,0,0
538.6396,1,0,1,1
540.7489,1,6,0,0
542.8558,1,1,0,0
544.9628,1,7,0,0
547.0433,1,7,1,1
549.106,1,7,1,1
551.1528,1,7,1,1
553.2648,1,1,0,0
555.3754,1,6,0,0
557.4854,1,2,0,0
559.5577,1,0,0,1
561.6293,1,0,1,1
563.7396,1,5,0,0
565.8502,1,5,1,1
567.9586,1,5,1,1
570.0727,1,5,1,1
572.1845,1,8,0,0
574.2952,1,3,0,0
576.3766,1,3,1,1
578.4291,1,3,1,1
580.5379,1,7,0,0
582.6476,1,8,0,0
584.7563,1,5,0,0
586.822,1,5,1,1
588.8702,1,5,1,1
590.9124,1,5,1,1
593.0226,1,3,0,0
595.1353,1,5,0,0
597.2471,1,2,0,0
599.3591,1,5,0,0
601.4718,1,8,0,0
603.5513,1,8,1,1
605.6406,1,8,1,1
607.7494,1,3,0,0
609.8344,1,3,1,1
611.9432,1,9,0,0
614.0551,1,2,0,0
616.1401,1,2,1,1
618.2499,1,5,0,0
620.3623,1,2,0,0
652.606,2,6,0,0
654.717,2,9,0,0
656.8276,2,5,0,0
658.9374,2,7,0,0
661.064,2,5,1,1
663.174,2,1,0,0
665.2824,2,8,0,0
667.3914,2,5,0,0
669.5026,2,5,0,0
671.6124,2,4,0,0
673.723,2,4,0,0
675.8339,2,2,0,0
677.9459,2,4,1,1
680.0285,2,2,1,1
682.1372,2,5,0,0
684.2195,2,2,1,1
686.3304,2,2,0,0
688.3901,2,2,1,1
690.5009,2,5,0,0
692.6116,2,3,0,0
694.7214,2,0,0,0
696.8439,2,3,1,1
698.9773,2,0,1,1
701.0873,2,8,0,0
703.1996,2,6,0,0
705.3084,2,2,0,0
707.408,2,6,1,1
709.4695,2,2,1,1
711.5787,2,0,0,0
713.6876,2,4,0,0
715.7971,2,6,0,0
717.8621,2,4,1,1
719.974,2,1,0,0
722.0844,2,1,0,0
724.1902,2,1,1,1
726.3005,2,4,0,0
728.4078,2,1,1,1
730.5184,2,3,0,0
732.6318,2,6,0,0
734.742,2,0,0,0
736.8541,2,4,0,0
738.9651,2,3,0,0
741.0603,2,4,1,1
743.1138,2,3,1,1
745.2252,2,9,0,0
747.3335,2,5,0,0
749.4653,2,9,1,1
751.5652,2,5,1,1
753.6766,2,0,0,0
755.788,2,1,0,0
757.8982,2,7,0,0
759.974,2,1,1,1
762.085,2,8,0,0
764.1945,2,9,0,0
766.3036,2,7,0,0
768.416,2,4,0,0
770.5256,2,6,0,0
772.6363,2,2,0,0
774.7176,2,6,1,1
776.8293,2,6,0,0
778.9397,2,0,0,0
781.0356,2,6,1,1
783.1487,2,4,0,0
785.2594,2,1,0,0
787.3297,2,4,1,1
789.4174,2,1,1,1
791.5289,2,8,0,0
793.638,2,9,0,0
795.7069,2,8,1,1
797.817,2,2,0,0
799.9268,2,6,0,0
802.0616,2,2,1,1
804.135,2,6,1,1
806.2451,2,6,0,0
808.3558,2,3,0,0
810.4637,2,2,0,0
812.5754,2,4,0,0
814.7197,2,2,1,1
816.8406,2,4,1,1
818.9501,2,7,0,0
821.0598,2,7,0,0
823.1711,2,0,0,0
825.2805,2,2,0,0
827.4152,2,0,1,1
829.4897,2,2,1,1
831.6011,2,1,0,0
833.7128,2,6,0,0
835.8096,2,1,1,1
837.873,2,6,1,1
839.918,2,1,1,1
842.027,2,5,0,0
844.1536,2,1,1,1
846.2465,2,5,1,1
848.3594,2,3,0,0
850.4716,2,9,0,0
852.5818,2,5,0,0
854.6806,2,9,1,1
856.7877,2,8,0,0
858.8986,2,8,0,0
861.0101,2,6,0,0
893.2523,3,8,1,0
895.364,3,2,0,0
897.4753,3,2,0,0
899.5869,3,5,0,0
901.6979,3,8,0,0
903.7991,3,2,1,1
905.8925,3,8,0,1
908.0038,3,1,0,0
910.1147,3,5,0,0
912.2239,3,5,0,0
914.3316,3,9,0,0
916.439,3,4,0,0
918.5496,3,5,1,1
920.66,3,1,0,0
922.7924,3,4,1,1
924.9108,3,9,0,1
927.0228,3,7,0,0
929.1353,3,1,0,0
931.2465,3,2,0,0
933.3594,3,2,0,0
935.4678,3,4,0,0
937.574,3,7,0,1
939.6858,3,2,1,0
941.7962,3,6,0,0
943.9256,3,7,1,1
946.0168,3,2,1,1
948.0766,3,6,1,1
950.186,3,3,0,0
952.2926,3,7,0,0
954.3736,3,6,1,1
956.4836,3,4,0,0
958.594,3,4,0,0
960.7042,3,2,0,0
962.7866,3,4,1,1
964.9114,3,4,1,1
967.0228,3,8,0,0
969.1331,3,4,1,0
971.2438,3,3,0,0
973.3533,3,6,0,0
975.463,3,4,1,0
977.574,3,7,0,0
979.6733,3,6,1,1
981.784,3,7,0,0
983.895,3,2,0,0
986.0057,3,3,0,0
988.1152,3,3,0,0
990.2254,3,6,0,0
992.3363,3,6,0,0
994.4074,3,6,0,1
996.4615,3,6,1,1
998.5746,3,7,0,0
1000.687,3,1,0,0
1002.797,3,7,0,0
1004.906,3,0,0,0
1007.016,3,6,0,0
1009.126,3,9,0,0
1011.235,3,7,0,0
1013.344,3,8,0,0
1015.455,3,6,0,0
1017.567,3,1,0,0
1019.638,3,8,1,1
1021.749,3,3,0,0
1023.86,3,4,0,0
1025.972,3,6,0,0
1028.062,3,3,1,1
1030.174,3,5,0,0
1032.283,3,6,1,0
1034.353,3,3,1,1
1036.45,3,5,1,1
1038.561,3,1,0,0
1040.672,3,5,0,0
1042.782,3,9,0,0
1044.885,3,1,1,1
1047.013,3,5,1,1
1049.123,3,8,0,0
1051.235,3,6,0,0
1053.344,3,4,0,0
1055.401,3,8,1,1
1057.516,3,2,0,0
1059.623,3,0,0,0
1061.752,3,8,1,1
1063.884,3,2,1,1
1065.992,3,8,0,0
1068.105,3,5,0,0
1070.216,3,8,0,0
1072.302,3,8,1,1
1074.365,3,5,1,1
1076.474,3,1,0,0
1078.583,3,8,1,0
1080.695,3,9,0,0
1082.809,3,2,0,0
1084.855,3,8,1,1
1086.949,3,9,1,1
1089.059,3,2,1,0
1091.169,3,3,0,0
1093.282,3,0,0,0
1095.393,3,3,0,0
1097.504,3,9,0,0
1099.613,3,0,1,0
1101.724,3,5,0,0
