t_sec,nBack,number,expectedResponse,actualResponse
184.2554,0,6,0,0
186.3034,0,0,1,1
188.4042,0,0,1,1
190.5289,0,2,0,0
192.6544,0,2,0,0
194.7546,0,0,1,1
196.8176,0,0,1,1
198.9327,0,1,0,0
201.0627,0,9,0,0
203.1814,0,1,0,0
205.3017,0,8,0,0
207.3588,0,0,1,1
209.4735,0,1,0,0
211.5913,0,3,0,0
213.7112,0,8,0,0
215.8305,0,8,0,0
217.9019,0,0,1,1
220.0212,0,0,1,1
222.1417,0,3,0,0
224.2596,0,4,0,0
226.377,0,5,0,0
228.498,0,6,0,0
230.6397,0,0,1,1
232.7128,0,0,1,1
234.8308,0,7,0,0
236.9466,0,9,0,0
239.0786,0,0,1,1
241.1966,0,8,0,0
243.3133,0,5,0,0
245.4364,0,1,0,0
247.5145,0,0,1,1
249.6025,0,0,1,1
251.7199,0,5,0,0
253.8349,0,5,0,0
255.9524,0,6,0,0
258.0694,0,2,0,0
260.1871,0,2,0,0
262.3029,0,5,0,0
264.3733,0,0,1,1
266.4928,0,6,0,0
268.5623,0,0,1,1
270.6794,0,3,0,0
272.7313,0,0,1,1
274.8471,0,4,0,0
276.9651,0,1,0,0
279.0844,0,8,0,0
281.1997,0,4,0,0
283.317,0,5,0,0
285.4411,0,0,1,1
287.5617,0,3,0,0
289.6765,0,9,0,0
291.7935,0,2,0,0
293.9104,0,6,0,0
295.9662,0,0,1,1
298.0829,0,5,0,0
300.1538,0,0,1,1
302.2694,0,7,0,0
304.3316,0,0,1,1
306.4484,0,7,0,0
308.5662,0,1,0,0
310.6862,0,4,0,0
312.8037,0,3,0,0
314.921,0,2,0,0
316.9832,0,0,1,1
319.101,0,7,0,0
321.217,0,1,0,0
323.2665,0,0,1,1
325.3857,0,2,0,0
327.5116,0,4,0,0
329.6302,0,6,0,0
331.7474,0,1,0,0
333.8661,0,8,0,0
335.9816,0,6,0,0
338.0998,0,5,0,0
340.2157,0,5,0,0
342.3324,0,7,0,0
344.4471,0,8,0,0
346.5599,0,2,0,0
348.7215,0,0,1,1
350.7861,0,0,1,1
352.9019,0,4,0,0
355.0417,0,0,1,1
357.1924,0,0,1,1
359.3127,0,2,0,0
361.4409,0,2,0,0
363.5573,0,9,0,0
365.6365,0,0,1,1
367.753,0,6,0,0
369.794,0,0,1,1
371.86,0,0,1,1
373.9788,0,5,0,0
376.102,0,0,1,1
378.221,0,4,0,0
380.2957,0,0,1,1
382.4119,0,4,0,0
384.4927,0,0,1,1
386.6128,0,4,0,0
388.6596,0,0,1,1
390.7787,0,9,0,0
392.8951,0,9,0,0
425.1352,1,7,0,0
427.2523,1,6,0,0
429.3686,1,3,0,0
431.4878,1,2,0,0
433.6262,1,2,1,1
435.7476,1,3,0,0
437.8635,1,4,0,0
439.9096,1,4,1,1
442.0286,1,3,0,0
