t_sec,nBack,number,expectedResponse,actualResponse
967.4638,3,4,0,0
969.5759,3,2,0,0
971.6733,3,4,1,1
973.7669,3,4,1,1
975.8768,3,8,0,0
977.9258,3,4,1,1
980.0353,3,3,0,0
982.1457,3,6,0,0
984.1827,3,4,1,1
986.2936,3,7,0,0
988.4045,3,6,1,0
990.515,3,7,0,0
992.6343,3,2,0,0
994.7423,3,3,0,0
996.8539,3,3,0,0
998.9953,3,6,0,1
1001.105,3,6,0,0
1003.215,3,6,0,0
1005.323,3,6,1,0
1007.437,3,7,0,0
1009.549,3,1,0,0
1011.66,3,7,0,0
1013.773,3,0,0,0
1015.886,3,6,0,0
1018,3,9,0,0
1020.122,3,7,0,1
1022.233,3,8,0,0
1024.345,3,6,0,0
1026.416,3,1,0,1
1028.503,3,8,1,1
1030.612,3,3,0,0
1032.719,3,4,0,0
1034.831,3,6,0,0
1036.91,3,3,1,1
1039.021,3,5,0,0
1041.131,3,6,1,0
1043.191,3,3,1,1
1045.302,3,5,1,0
1047.41,3,1,0,0
1049.52,3,5,0,0
1051.628,3,9,0,0
1053.736,3,1,1,0
1055.845,3,5,1,0
1057.956,3,8,0,0
1060.066,3,6,0,0
1062.178,3,4,0,0
1064.269,3,8,1,1
1066.379,3,2,0,0
1068.488,3,0,0,0
1070.599,3,8,1,0
1072.707,3,2,1,0
1074.818,3,8,0,1
1076.929,3,5,0,0
1079.026,3,8,0,1
1081.137,3,8,1,0
1083.247,3,5,1,0
1085.358,3,1,0,0
1087.507,3,8,1,1
1089.618,3,9,0,0
1091.729,3,2,0,0
1093.822,3,8,1,1
1095.932,3,9,1,0
1098.043,3,2,1,0
1100.153,3,3,0,0
1102.265,3,0,0,0
1104.375,3,3,0,0
1106.485,3,9,0,0
1108.597,3,0,1,0
1110.708,3,5,0,0
