t_sec,nBack,number,expectedResponse,actualResponse
898.4511,3,6,1,1
900.5507,3,8,1,1
902.6621,3,9,1,1
904.7742,3,8,0,0
906.8878,3,1,0,0
908.9998,3,7,0,0
911.1089,3,9,0,0
913.2234,3,5,0,0
915.3372,3,2,0,0
917.4442,3,5,0,1
919.5569,3,6,0,0
921.668,3,6,0,0
923.7709,3,5,1,1
925.8838,3,8,0,0
927.9956,3,6,1,0
930.1088,3,0,0,0
932.1712,3,8,1,1
934.2883,3,6,1,1
936.3652,3,0,1,1
938.4769,3,8,1,0
940.5891,3,6,1,0
942.7304,3,8,0,1
944.8509,3,8,1,0
946.9807,3,6,1,1
949.0905,3,6,0,0
951.2023,3,3,0,0
953.3147,3,9,0,0
955.429,3,3,0,0
957.5392,3,1,0,0
959.6505,3,5,0,0
961.7628,3,6,0,0
963.8745,3,2,0,0
965.9649,3,5,1,1
968.0792,3,5,0,0
970.1913,3,8,0,0
972.3053,3,7,0,0
974.4514,3,5,1,1
976.5641,3,2,0,0
978.6795,3,5,0,0
980.8067,3,7,0,1
982.8954,3,2,1,1
985.0117,3,5,1,1
987.1221,3,5,0,0
989.2338,3,7,0,0
991.3449,3,5,1,0
993.4587,3,5,1,0
995.5939,3,7,1,1
997.7037,3,8,0,0
999.8463,3,7,0,1
1001.956,3,2,0,0
1004.069,3,3,0,0
1006.18,3,3,0,0
1008.307,3,2,1,1
1010.407,3,3,1,1
1012.518,3,7,0,0
1014.63,3,1,0,0
1016.782,3,7,0,1
1018.894,3,7,1,0
1021.006,3,1,1,1
1023.117,3,4,0,0
1025.228,3,7,1,0
1027.341,3,5,0,0
1029.455,3,9,0,0
1031.531,3,7,1,1
1033.583,3,5,1,1
1035.694,3,2,0,0
1037.804,3,8,0,0
1039.912,3,2,0,0
1042.05,3,2,1,1
1044.134,3,8,1,1
1046.264,3,2,1,1
1048.375,3,2,1,0
1050.451,3,8,1,1
1052.565,3,7,0,0
1054.677,3,3,0,0
1056.79,3,8,1,0
1058.903,3,1,0,0
1061.003,3,3,1,1
1063.113,3,8,1,0
1065.216,3,1,1,1
1067.325,3,5,0,0
1069.438,3,1,0,0
1071.552,3,0,0,0
1073.661,3,3,0,0
1075.742,3,1,1,1
1077.871,3,0,1,1
1079.984,3,8,0,0
1082.096,3,1,1,0
1084.208,3,4,0,0
1086.318,3,2,0,0
1088.427,3,2,0,0
1090.541,3,6,0,0
1092.59,3,2,1,1
1094.699,3,3,0,0
1096.825,3,6,1,1
1098.932,3,2,1,0
1101.042,3,3,1,1
