t_sec,nBack,number,expectedResponse,actualResponse
411.9955,1,2,0,0
414.1165,1,2,1,1
416.1937,1,2,1,1
418.3092,1,6,0,0
420.4209,1,0,0,0
422.5165,1,0,1,1
424.6256,1,1,0,0
426.7359,1,6,0,0
428.8457,1,3,0,0
430.949,1,3,1,1
433.0574,1,8,0,0
435.1671,1,4,0,0
437.2865,1,4,1,1
439.3981,1,1,0,0
441.5075,1,6,0,0
443.6157,1,8,0,0
445.7237,1,2,0,0
447.8348,1,8,0,0
449.9436,1,1,0,0
452.0542,1,2,0,0
454.1649,1,6,0,0
456.2752,1,7,0,0
458.3855,1,2,0,0
460.4958,1,1,0,0
462.614,1,1,1,1
464.7244,1,7,0,0
466.832,1,5,0,0
468.9445,1,3,0,0
470.9995,1,3,1,1
473.1122,1,2,0,0
475.2219,1,1,0,0
477.3326,1,2,0,0
479.4421,1,7,0,0
481.5536,1,2,0,0
483.6432,1,2,1,1
485.7543,1,6,0,0
487.8656,1,4,0,0
489.9772,1,7,0,0
492.0857,1,5,0,0
494.1959,1,5,1,1
496.3059,1,6,0,0
498.4143,1,8,0,0
500.5255,1,5,0,0
502.6776,1,5,1,1
504.7881,1,9,0,0
506.8468,1,9,1,1
508.917,1,9,1,1
511.0265,1,2,0,0
513.1357,1,9,0,0
515.2614,1,9,1,1
517.3713,1,3,0,0
519.4809,1,1,0,0
521.5911,1,9,0,0
523.6993,1,3,0,0
525.7534,1,3,1,1
527.8624,1,3,1,1
529.913,1,3,1,1
532.025,1,0,0,0
534.1364,1,9,0,0
536.2169,1,9,1,1
538.3277,1,2,0,0
540.4373,1,9,0,0
542.5474,1,1,0,0
544.6161,1,1,1,1
546.7054,1,1,1,1
548.8167,1,5,0,0
550.926,1,2,0,0
553.032,1,2,1,1
555.1627,1,2,1,1
557.2716,1,9,0,0
559.3696,1,9,1,1
561.4817,1,0,0,0
563.6001,1,0,1,1
565.7615,1,0,1,1
567.8723,1,2,0,0
569.9823,1,4,0,0
572.093,1,7,0,0
574.1503,1,7,1,1
576.2614,1,2,0,0
578.3857,1,2,1,1
580.4366,1,2,1,1
582.548,1,5,0,0
584.6553,1,4,0,0
586.7385,1,4,1,1
588.8497,1,8,0,0
590.9293,1,8,1,1
593.0388,1,2,0,0
595.1489,1,6,0,0
597.1983,1,6,1,1
599.311,1,5,0,0
601.4261,1,4,0,0
603.5385,1,4,1,0
605.5775,1,4,1,1
607.6872,1,6,0,0
609.7953,1,2,0,0
611.9044,1,8,0,0
614.0163,1,6,0,0
616.1213,1,6,1,1
648.3411,2,5,0,0
650.4511,2,9,0,0
652.5009,2,5,1,1
654.6102,2,5,0,0
656.6979,2,5,1,1
658.8093,2,7,0,0
660.9186,2,5,1,1
663.0516,2,7,1,1
665.16,2,8,0,0
667.2699,2,1,0,0
669.3785,2,2,0,0
671.4888,2,7,0,0
673.5611,2,2,1,1
675.6678,2,7,1,1
677.7775,2,1,0,0
679.9089,2,7,1,1
681.9765,2,1,1,1
684.088,2,4,0,0
686.1978,2,7,0,0
688.3076,2,5,0,0
690.4197,2,5,0,0
692.5304,2,8,0,0
694.6322,2,5,1,1
696.7474,2,8,1,1
698.8599,2,3,0,0
700.957,2,8,1,1
703.0677,2,7,0,0
705.1143,2,8,1,1
707.2241,2,4,0,0
709.336,2,5,0,0
711.4475,2,3,0,0
713.5032,2,5,1,1
715.6357,2,3,1,1
717.7449,2,7,0,0
719.8569,2,0,0,0
721.9737,2,7,1,1
724.0823,2,9,0,0
726.1919,2,3,0,0
728.3018,2,1,0,0
730.4127,2,6,0,0
732.5228,2,4,0,0
734.6309,2,6,1,1
736.7422,2,3,0,0
738.864,2,6,1,1
740.9033,2,3,1,1
742.9736,2,6,1,1
745.0854,2,2,0,0
747.195,2,2,0,0
749.3047,2,5,0,0
751.4142,2,7,0,0
753.5243,2,5,1,1
755.6649,2,7,1,1
757.7748,2,3,0,0
759.8861,2,6,0,0
761.995,2,8,0,0
764.1045,2,5,0,0
766.2332,2,8,1,1
768.3442,2,0,0,0
770.4563,2,6,0,0
772.5755,2,0,1,1
774.685,2,7,0,0
776.7943,2,2,0,0
778.849,2,7,1,1
780.9597,2,8,0,0
783.0677,2,3,0,0
785.1653,2,8,1,1
787.276,2,8,0,0
789.3861,2,7,0,0
791.4955,2,5,0,0
793.6026,2,1,0,0
795.7107,2,3,0,0
797.7922,2,1,1,1
799.9016,2,5,0,0
802.0126,2,4,0,0
804.1234,2,5,1,1
806.2032,2,4,1,1
808.3127,2,3,0,0
810.4146,2,4,1,1
812.5254,2,0,0,0
814.6565,2,4,1,1
816.7925,2,0,1,1
818.9025,2,2,0,0
821.0162,2,0,1,1
823.1304,2,8,0,0
825.1926,2,0,1,1
827.3008,2,6,0,0
829.3876,2,0,1,1
831.5007,2,6,1,1
833.6107,2,0,1,1
835.7755,2,6,1,1
837.8503,2,0,1,1
839.9704,2,6,1,1
842.0822,2,0,1,0
844.1933,2,5,0,0
846.3017,2,2,0,0
848.4005,2,5,1,1
850.4876,2,2,1,1
852.5972,2,7,0,0
854.7159,2,2,1,1
856.8251,2,4,0,0
889.0686,3,2,0,0
891.1782,3,2,0,0
893.2861,3,2,0,0
895.4127,3,2,1,1
897.5436,3,2,1,1
899.654,3,8,0,0
901.7654,3,3,0,0
903.8748,3,8,0,0
905.9855,3,5,0,0
908.0684,3,3,1,1
910.1174,3,8,1,1
912.2285,3,0,0,0
914.3381,3,5,0,0
916.4459,3,8,1,0
918.5585,3,9,0,0
920.615,3,5,1,1
922.7236,3,7,0,0
924.8189,3,9,1,1
926.9301,3,3,0,0
929.0467,3,9,0,1
931.1022,3,7,0,1
933.2124,3,2,0,0
935.323,3,0,0,0
937.4353,3,5,0,0
939.5469,3,3,0,0
941.6588,3,5,0,0
943.7698,3,2,0,0
945.8801,3,4,0,0
947.9907,3,5,1,0
950.0997,3,5,0,0
952.209,3,5,0,0
954.3187,3,8,0,0
956.4282,3,1,0,0
958.5324,3,5,1,1
960.6436,3,3,0,0
962.7514,3,4,0,0
964.8606,3,1,0,0
966.9689,3,8,0,0
969.0771,3,5,0,0
971.1915,3,3,0,1
973.3026,3,6,0,0
975.4121,3,4,0,0
977.5219,3,4,0,0
979.5791,3,6,1,1
981.6904,3,7,0,0
983.8035,3,2,0,0
985.915,3,1,0,0
988.0248,3,3,0,0
990.1186,3,2,1,1
992.2099,3,1,1,1
994.3218,3,5,0,0
996.4318,3,7,0,0
998.5406,3,5,0,0
1000.651,3,4,0,0
1002.761,3,8,0,0
1004.818,3,5,1,1
1006.928,3,2,0,0
1009.037,3,2,0,0
1011.163,3,5,1,1
1013.273,3,6,0,0
1015.36,3,2,1,1
1017.481,3,8,0,0
1019.594,3,2,0,0
1021.664,3,2,1,1
1023.74,3,8,1,1
1025.85,3,2,1,0
1027.931,3,2,1,1
1030.042,3,7,0,0
1032.149,3,6,0,0
1034.225,3,2,1,1
1036.386,3,7,1,1
1038.483,3,6,1,1
1040.595,3,4,0,0
1042.707,3,7,1,0
1044.818,3,6,1,0
1046.929,3,6,0,0
1049.027,3,7,1,1
1051.135,3,1,0,0
1053.245,3,8,0,0
1055.355,3,3,0,0
1057.488,3,1,1,1
1059.598,3,7,0,0
1061.671,3,3,1,1
1063.781,3,2,0,0
1065.907,3,7,1,1
1068.022,3,5,0,0
1070.131,3,1,0,0
1072.181,3,7,1,1
1074.289,3,5,1,0
1076.4,3,7,0,0
1078.511,3,8,0,0
1080.621,3,8,0,0
1082.73,3,2,0,0
1084.84,3,3,0,0
1086.951,3,5,0,0
1089.06,3,1,0,0
1091.168,3,5,0,0
1093.28,3,6,0,0
1095.392,3,5,0,0
1097.501,3,8,0,0
