t_sec,nBack,number,expectedResponse,actualResponse
169.7618,0,2,0,0
171.8716,0,3,0,0
173.9843,0,7,0,0
176.0624,0,0,1,1
178.1768,0,2,0,0
180.2871,0,9,0,0
182.3757,0,0,1,1
184.5211,0,0,1,1
186.6619,0,0,1,1
188.7738,0,1,0,0
190.8846,0,4,0,0
192.9921,0,9,0,0
195.1012,0,8,0,0
197.2121,0,7,0,0
199.3352,0,0,1,1
201.4457,0,4,0,0
203.5557,0,1,0,0
205.6004,0,0,1,1
207.7122,0,7,0,0
209.8222,0,1,0,0
211.8874,0,0,1,1
213.9984,0,3,0,0
216.0898,0,0,1,1
218.2003,0,1,0,0
220.3119,0,2,0,0
222.4212,0,6,0,0
224.5327,0,6,0,0
226.6412,0,8,0,0
228.7505,0,5,0,0
230.8586,0,9,0,0
232.9692,0,7,0,0
235.0811,0,2,0,0
237.1319,0,0,1,1
239.2459,0,1,0,0
241.3559,0,9,0,0
243.4804,0,0,1,1
245.5646,0,0,1,1
247.6344,0,0,1,1
249.7434,0,3,0,0
251.8525,0,3,0,0
253.9658,0,6,0,0
256.0945,0,0,1,1
258.2048,0,4,0,0
260.3141,0,8,0,0
262.4256,0,8,0,0
264.5253,0,0,1,1
266.6641,0,0,1,1
268.7281,0,0,1,1
270.8224,0,0,1,1
272.93,0,3,0,0
275.0406,0,7,0,0
277.1506,0,4,0,0
279.2103,0,0,1,1
281.2722,0,0,1,1
283.3817,0,8,0,0
285.4933,0,3,0,0
287.6017,0,2,0,0
289.6958,0,0,1,1
291.7815,0,0,1,1
293.8923,0,1,0,0
296.0208,0,0,1,1
298.1309,0,6,0,0
300.242,0,4,0,0
302.3174,0,0,1,1
304.3743,0,0,1,1
306.4178,0,0,1,1
308.5276,0,7,0,0
310.6379,0,2,0,0
312.7471,0,5,0,0
314.8592,0,7,0,0
317.0282,0,0,1,1
319.1627,0,0,1,1
321.2612,0,0,1,1
323.4108,0,0,1,1
325.5764,0,0,1,1
327.6568,0,6,0,1
329.7162,0,0,1,1
331.8255,0,9,0,0
333.9355,0,8,0,0
336.0439,0,1,0,0
338.1549,0,1,0,0
340.266,0,9,0,0
342.377,0,8,0,0
344.4855,0,5,0,0
346.5972,0,4,0,0
348.7303,0,0,1,1
350.8603,0,0,1,1
352.986,0,0,1,1
355.0975,0,4,0,0
357.2091,0,1,0,0
359.2778,0,0,1,1
361.3888,0,4,0,0
363.5087,0,0,1,1
365.6193,0,9,0,0
367.7295,0,3,0,0
369.8377,0,2,0,0
371.9479,0,1,0,0
374.0568,0,3,0,0
376.1822,0,0,1,1
378.2546,0,0,1,1
410.5809,1,5,0,0
412.6508,1,5,1,1
414.7877,1,5,1,1
416.8511,1,5,1,1
418.9619,1,1,0,0
421.076,1,5,0,0
423.1873,1,8,0,0
425.2984,1,7,0,0
427.4102,1,4,0,0
429.4615,1,4,1,1
431.5129,1,4,1,1
433.6215,1,9,0,0
435.7318,1,8,0,0
437.8429,1,5,0,0
439.9523,1,9,0,0
442.0603,1,8,0,0
444.1262,1,8,1,1
446.2403,1,2,0,0
448.3512,1,1,0,0
450.3871,1,1,1,1
452.4969,1,3,0,0
454.6076,1,2,0,0
456.7177,1,1,0,0
458.827,1,2,0,0
460.9379,1,3,0,0
463.0487,1,1,0,0
465.1601,1,4,0,0
467.271,1,8,0,0
469.3821,1,2,0,0
471.4926,1,1,0,0
473.5549,1,1,1,1
475.619,1,1,1,1
477.7283,1,2,0,0
479.7776,1,2,1,1
481.8875,1,8,0,0
484.004,1,8,1,1
486.1141,1,1,0,0
488.2249,1,7,0,0
490.3357,1,1,0,0
492.45,1,1,1,1
494.5595,1,4,0,0
496.6693,1,7,0,0
498.7782,1,3,0,0
500.8492,1,3,1,1
502.9846,1,3,1,1
505.0989,1,1,0,0
507.2087,1,5,0,0
509.3002,1,5,1,1
511.4117,1,8,0,0
513.5145,1,8,1,1
515.6267,1,3,0,0
517.739,1,7,0,0
519.851,1,4,0,0
521.9641,1,4,1,1
524.0738,1,9,0,0
526.1844,1,2,0,0
528.3007,1,2,1,1
530.4129,1,9,0,0
532.524,1,7,0,0
534.6332,1,0,0,0
536.7385,1,0,1,1
538.8487,1,6,0,0
540.9593,1,1,0,0
543.0669,1,7,0,0
545.1205,1,7,1,1
547.174,1,7,1,1
549.2384,1,7,1,1
551.3483,1,1,0,0
553.4603,1,6,0,0
555.5696,1,2,0,0
557.6801,1,0,0,0
559.7264,1,0,1,1
561.8391,1,5,0,0
563.9485,1,5,1,0
566.0795,1,5,1,1
568.2093,1,5,1,1
570.3184,1,8,0,0
572.428,1,3,0,0
574.5547,1,3,1,1
576.6774,1,3,1,1
578.7878,1,7,0,0
580.8993,1,8,0,0
583.0105,1,5,0,0
585.1206,1,5,1,1
587.2211,1,5,1,1
589.2805,1,5,1,1
591.3906,1,3,0,0
593.5008,1,5,0,0
595.6115,1,2,0,0
597.7202,1,5,0,0
599.8312,1,8,0,0
601.8808,1,8,1,1
603.9539,1,8,1,1
606.0634,1,3,0,0
608.2066,1,3,1,1
610.3167,1,9,0,0
612.4268,1,2,0,0
614.5573,1,2,1,1
616.6666,1,5,0,0
618.777,1,2,0,0
651.0053,2,6,0,0
653.1155,2,9,0,0
655.2253,2,5,0,0
657.3339,2,7,0,0
659.4653,2,5,1,1
661.5796,2,1,0,0
663.6886,2,8,0,0
665.7981,2,5,0,0
667.9088,2,5,0,0
670.0206,2,4,0,0
672.1307,2,4,0,0
674.2437,2,2,0,0
676.3563,2,4,1,1
678.4826,2,2,1,1
680.5939,2,5,0,0
682.7034,2,2,1,0
684.8156,2,2,0,0
686.9116,2,2,1,1
689.0209,2,5,0,0
691.1299,2,3,0,0
693.241,2,0,0,0
695.342,2,3,1,1
697.4141,2,0,1,1
699.522,2,8,0,0
701.634,2,6,0,0
703.7437,2,2,0,0
705.8213,2,6,1,1
707.8502,2,2,1,1
709.9606,2,0,0,0
712.0714,2,4,0,0
714.182,2,6,0,0
716.2703,2,4,1,1
718.3821,2,1,0,0
720.4926,2,1,0,0
722.6082,2,1,1,1
724.7184,2,4,0,0
726.8492,2,1,1,1
728.9594,2,3,0,0
731.0663,2,6,0,0
733.1742,2,0,0,0
735.2843,2,4,0,0
737.4108,2,3,0,1
739.4681,2,4,1,1
741.5793,2,3,1,1
743.6896,2,9,0,0
745.8017,2,5,0,0
747.9324,2,9,1,1
750.0395,2,5,1,1
752.1497,2,0,0,0
754.2614,2,1,0,0
756.3699,2,7,0,0
758.4919,2,1,1,1
760.6042,2,8,0,0
762.7152,2,9,0,0
764.7819,2,7,0,1
766.8912,2,4,0,0
769.0018,2,6,0,0
771.1124,2,2,0,0
773.1515,2,6,1,1
775.2595,2,6,0,0
777.3713,2,0,0,0
779.456,2,6,1,1
781.5659,2,4,0,0
783.6776,2,1,0,0
785.724,2,4,1,1
787.8577,2,1,1,1
789.9684,2,8,0,0
792.0796,2,9,0,0
794.2141,2,8,1,1
796.325,2,2,0,0
798.4367,2,6,0,0
800.5894,2,2,1,1
802.6599,2,6,1,1
804.7705,2,6,0,0
806.8809,2,3,0,0
808.9903,2,2,0,0
811.1029,2,4,0,0
813.2143,2,2,1,0
815.2729,2,4,1,1
817.3839,2,7,0,0
819.4946,2,7,0,0
821.6068,2,0,0,0
823.717,2,2,0,0
825.8258,2,0,1,0
827.9301,2,2,1,1
830.0398,2,1,0,0
832.1488,2,6,0,0
834.2034,2,1,1,1
836.3162,2,6,1,1
838.3801,2,1,1,1
840.4913,2,5,0,0
842.5693,2,1,1,1
844.6952,2,5,1,1
846.8032,2,3,0,0
848.9116,2,9,0,0
851.0219,2,5,0,0
853.0716,2,9,1,1
855.1803,2,8,0,0
857.2927,2,8,0,0
859.4021,2,6,0,0
891.6235,3,8,1,0
893.7356,3,2,0,0
895.8461,3,2,0,0
897.9564,3,5,0,0
900.0673,3,8,0,0
902.1538,3,2,1,1
904.2795,3,8,0,1
906.397,3,1,0,0
908.5082,3,5,0,0
910.6193,3,5,0,0
912.7299,3,9,0,0
914.8402,3,4,0,0
916.913,3,5,1,1
919.0233,3,1,0,0
921.1041,3,4,1,1
923.2141,3,9,0,0
925.3216,3,7,0,0
927.4326,3,1,0,0
929.5422,3,2,0,0
931.6527,3,2,0,0
933.7656,3,4,0,0
935.8763,3,7,0,0
938.0004,3,2,1,1
940.108,3,6,0,0
942.2159,3,7,1,0
944.3444,3,2,1,1
946.4655,3,6,1,1
948.5781,3,3,0,0
950.6335,3,7,0,1
952.7446,3,6,1,0
954.8564,3,4,0,0
956.9673,3,4,0,0
959.0779,3,2,0,0
961.1722,3,4,1,1
963.2673,3,4,1,1
965.3796,3,8,0,0
967.4753,3,4,1,1
969.5838,3,3,0,0
971.6921,3,6,0,0
973.7849,3,4,1,1
975.8946,3,7,0,0
978.0182,3,6,1,1
980.0632,3,7,0,1
982.1731,3,2,0,0
984.2833,3,3,0,0
986.3938,3,3,0,0
988.5057,3,6,0,0
990.6148,3,6,0,0
992.7356,3,6,0,1
994.7864,3,6,1,1
996.8986,3,7,0,0
999.0094,3,1,0,0
1001.12,3,7,0,0
1003.23,3,0,0,0
1005.34,3,6,0,0
1007.451,3,9,0,0
1009.561,3,7,0,0
1011.671,3,8,0,0
1013.781,3,6,0,0
1015.89,3,1,0,0
1018.036,3,8,1,1
1020.149,3,3,0,0
1022.261,3,4,0,0
1024.37,3,6,0,0
1026.498,3,3,1,1
1028.609,3,5,0,0
1030.696,3,6,1,1
1032.75,3,3,1,1
1034.823,3,5,1,1
1036.932,3,1,0,0
1039.044,3,5,0,0
1041.156,3,9,0,0
1043.212,3,1,1,1
1045.337,3,5,1,1
1047.448,3,8,0,0
1049.558,3,6,0,0
1051.668,3,4,0,0
1053.776,3,8,1,0
1055.885,3,2,0,0
1057.996,3,0,0,0
1060.092,3,8,1,1
1062.152,3,2,1,1
1064.261,3,8,0,0
1066.375,3,5,0,0
1068.485,3,8,0,0
1070.612,3,8,1,1
1072.702,3,5,1,1
1074.812,3,1,0,0
1076.924,3,8,1,0
1079.032,3,9,0,0
1081.143,3,2,0,0
1083.277,3,8,1,1
1085.357,3,9,1,1
1087.476,3,2,1,1
1089.589,3,3,0,0
1091.7,3,0,0,0
1093.811,3,3,0,0
1095.92,3,9,0,0
1098.033,3,0,1,0
1100.145,3,5,0,0
