tEvent_sec
9.88371490535792
10.1636912835529
10.5436478940537
11.8038588318741
167.685091629042
169.783383934177
171.883389645605
174.001910018153
176.101976067177
178.202040249831
180.302181876614
182.402262542746
184.542446959182
186.702508923016
188.803294048063
190.902233895264
193.026593964896
195.122427977039
197.257496436476
199.362774856738
201.482301999233
203.582892737701
205.622988062329
207.747425577021
209.861612207606
211.901716241962
214.021855780273
216.12197221478
218.249462692416
220.342198329396
222.442259401432
224.562426311313
226.662024897872
228.782094767666
230.882305751904
233.002332702628
235.10245380213
237.162015196285
239.282729810453
241.382846556022
243.501356976456
245.601392855286
247.686863084673
249.781579912989
251.881723095081
254.001859212643
256.135443800478
258.222022191039
260.361482555396
262.461742679006
264.583270918927
266.702087382204
268.762084516115
270.855772493756
272.962326403125
275.082486469648
277.182477562106
279.241128915339
281.301153107896
283.401392706088
285.521315153106
287.621653031907
289.721545220702
291.801647880464
293.921784931212
296.041475358768
298.161624850123
300.261637092917
302.341965240776
304.40180188918
306.441993319779
308.562054170645
310.662187399692
312.780792369856
314.900930042728
317.060986408382
319.201121995575
321.301215724437
323.46429426258
325.601317791617
327.701435157447
329.741712428979
331.861387928366
333.961428473121
336.081552772201
338.181629085331
340.301589165232
342.402135116397
344.501816746197
346.626445846981
348.760563522927
350.880630593165
353.000762045733
355.120854934095
357.248634037911
359.301163288183
361.401087823673
363.541159028537
365.640969420201
367.761077855132
369.861084189615
371.98122435098
374.081347003928
376.2013624463
408.500997308991
410.601119963801
412.681275495677
414.801400727942
416.902943184949
419.000037756166
421.125823227107
423.200157723739
425.320232881582
427.440355003229
429.500459127477
431.540628475486
433.640736823319
435.760439692414
437.894342142507
439.980733609176
442.119088610052
444.161199029884
446.280909362598
448.386243453599
450.401043587714
452.519700498669
454.6637471508
456.739976375713
458.887927253149
460.960177298984
463.08016599284
465.200312996632
467.300340168527
469.400471220142
471.520296939998
473.601407613955
475.654543351731
477.760623578331
479.80080008076
481.925502582802
484.020843005157
486.145845018676
488.259461864247
490.379667649395
492.479674293078
494.600012573763
496.699908494367
498.821603129967
500.880162733025
503.000233536004
505.119933916605
507.23937210755
509.320134438924
511.44027708692
513.540444528102
515.660388125456
517.780531707569
519.880665248609
522.000570589094
524.099242028198
526.216040598578
528.319467209629
530.439646249055
532.559668222792
534.659761329531
536.759730340331
538.880615081056
540.999607581994
543.105497775949
545.158243808313
547.201665484696
549.280043851933
551.380268832087
553.500233266852
555.600519828848
557.698860342964
559.759101936943
561.879056108533
563.979186226963
566.099336962565
568.239442691556
570.339525535121
572.45965698862
574.598979259259
576.69945056492
578.823583591147
580.919554761029
583.042236882611
585.139782430953
587.239887668169
589.31611627189
591.419504316873
593.540331519558
595.638703447185
597.766255195602
599.85894448997
601.89906563086
603.999188594869
606.099314671359
608.260856463923
610.339265934541
612.484617624781
614.599265496596
616.70454826986
648.919058421976
651.039188630297
653.139279560535
655.259332324727
657.359500388033
659.499533025897
661.599666566006
663.718115403666
665.818281290471
667.93838350696
