t_sec,nBack,number,expectedResponse,actualResponse
417.3227,0,5,0,0
419.4605,0,0,1,1
451.698,1,8,0,0
453.8322,1,8,1,1
455.9465,1,2,0,0
458.0462,1,2,1,1
460.1351,1,2,1,1
462.2443,1,6,0,0
464.3561,1,0,0,0
466.4369,1,0,1,1
468.5467,1,1,0,0
470.6604,1,6,0,0
472.7728,1,3,0,0
474.8295,1,3,1,1
476.9427,1,8,0,0
479.0554,1,4,0,0
481.1806,1,4,1,1
483.2917,1,1,0,0
485.4054,1,6,0,0
487.5163,1,8,0,0
489.6271,1,2,0,0
491.7411,1,8,0,0
493.8526,1,1,0,0
495.9646,1,2,0,0
498.0757,1,6,0,0
500.1841,1,7,0,0
502.2969,1,2,0,0
504.4119,1,1,0,0
506.4569,1,1,1,1
508.5694,1,7,0,0
510.6826,1,5,0,0
512.7949,1,3,0,0
514.9005,1,3,1,1
517.009,1,2,0,0
519.1183,1,1,0,0
521.2297,1,2,0,0
523.3416,1,7,0,0
525.4526,1,2,0,0
527.6171,1,2,1,1
529.7299,1,6,0,0
531.8416,1,4,0,0
533.9515,1,7,0,0
536.0651,1,5,0,0
538.1536,1,5,1,1
540.2673,1,6,0,0
542.3848,1,8,0,0
544.4969,1,5,0,0
546.6117,1,5,1,1
548.7227,1,9,0,0
550.7884,1,9,1,1
552.8785,1,9,1,1
554.987,1,2,0,0
557.0999,1,9,0,0
559.146,1,9,1,1
561.2565,1,3,0,0
563.369,1,1,0,0
565.4799,1,9,0,0
567.5929,1,3,0,0
569.6974,1,3,1,1
571.8267,1,3,1,1
573.9351,1,3,1,1
576.0474,1,0,0,0
578.1677,1,9,0,0
580.2463,1,9,1,1
582.3593,1,2,0,0
584.4708,1,9,0,0
586.5823,1,1,0,0
588.6487,1,1,1,1
590.7159,1,1,1,1
592.8264,1,5,0,0
594.9374,1,2,0,0
597.0371,1,2,1,1
599.1711,1,2,1,1
601.2812,1,9,0,0
603.425,1,9,1,1
605.5359,1,0,0,0
607.6652,1,0,1,1
609.7102,1,0,1,1
611.8247,1,2,0,0
613.938,1,4,0,0
616.0532,1,7,0,0
618.1609,1,7,1,1
620.2739,1,2,0,0
622.4182,1,2,1,1
624.4952,1,2,1,1
626.6084,1,5,0,0
628.7241,1,4,0,0
630.7974,1,4,1,1
632.9086,1,8,0,0
635.0072,1,8,1,1
637.1201,1,2,0,0
639.2284,1,6,0,0
641.2736,1,6,1,1
643.3864,1,5,0,0
645.5019,1,4,0,0
647.6284,1,4,1,1
649.6774,1,4,1,1
651.7887,1,6,0,0
653.8984,1,2,0,0
656.0056,1,8,0,0
658.1167,1,6,0,0
660.2181,1,6,1,1
692.4681,2,5,0,0
694.5789,2,9,0,0
696.649,2,5,1,1
698.7626,2,5,0,0
700.8452,2,5,1,1
702.9568,2,7,0,0
705.0034,2,5,1,1
707.0573,2,7,1,1
709.1703,2,8,0,0
711.2825,2,1,0,0
713.3956,2,2,0,0
715.5094,2,7,0,0
717.6239,2,2,1,1
719.7617,2,7,1,1
721.8733,2,1,0,0
723.9706,2,7,1,1
726.0167,2,1,1,1
728.1262,2,4,0,0
730.2386,2,7,0,0
732.352,2,5,0,0
734.4661,2,5,0,0
736.5768,2,8,0,0
738.6877,2,5,1,1
740.795,2,8,1,1
742.9068,2,3,0,0
745.0559,2,8,1,1
747.1693,2,7,0,0
749.3023,2,8,1,1
751.4135,2,4,0,0
753.5225,2,5,0,0
755.6338,2,3,0,0
757.7778,2,5,1,1
759.8206,2,3,1,1
761.9329,2,7,0,0
764.0441,2,0,0,0
766.1484,2,7,1,1
768.2574,2,9,0,0
770.3676,2,3,0,0
772.4781,2,1,0,0
774.5901,2,6,0,0
776.7033,2,4,0,0
778.8223,2,6,1,1
780.9362,2,3,0,0
783.0651,2,6,1,1
785.1019,2,3,1,1
787.2136,2,6,1,0
789.3264,2,2,0,0
791.4412,2,2,0,0
793.5526,2,5,0,0
795.6636,2,7,0,0
797.7135,2,5,1,1
799.8431,2,7,1,1
801.9575,2,3,0,0
804.0696,2,6,0,0
806.1813,2,8,0,0
808.2924,2,5,0,0
810.3833,2,8,1,1
812.4952,2,0,0,0
814.6069,2,6,0,0
816.7516,2,0,1,1
818.8621,2,7,0,0
820.9764,2,2,0,0
823.0931,2,7,1,1
825.2078,2,8,0,0
827.3205,2,3,0,0
829.4609,2,8,1,1
831.5722,2,8,0,0
833.6849,2,7,0,0
835.7953,2,5,0,0
837.907,2,1,0,0
840.0205,2,3,0,0
842.1331,2,1,1,1
844.2475,2,5,0,0
846.3604,2,4,0,0
848.4363,2,5,1,1
850.5143,2,4,1,1
852.638,2,3,0,0
854.7051,2,4,1,1
856.8176,2,0,0,0
858.9184,2,4,1,1
861.0087,2,0,1,1
863.123,2,2,0,0
865.2365,2,0,1,1
867.3464,2,8,0,0
869.4425,2,0,1,1
871.5555,2,6,0,0
873.7191,2,0,1,1
875.8312,2,6,1,0
877.9677,2,0,1,1
880.0262,2,6,1,1
882.1403,2,0,1,0
884.229,2,6,1,1
886.3458,2,0,1,1
888.4584,2,5,0,0
890.5674,2,2,0,0
892.608,2,5,1,1
894.7159,2,2,1,1
896.8261,2,7,0,0
898.9373,2,2,1,0
901.0517,2,4,0,0
933.2734,3,2,0,0
935.3861,3,2,0,0
937.4996,3,2,0,0
939.5925,3,2,1,1
941.709,3,2,1,1
943.8214,3,8,0,0
945.9329,3,3,0,0
948.0439,3,8,0,0
950.1566,3,5,0,0
952.275,3,3,1,1
954.3933,3,8,1,1
956.5063,3,0,0,0
958.6179,3,5,0,0
960.7287,3,8,1,0
962.8413,3,9,0,0
964.9532,3,5,1,0
967.0687,3,7,0,0
969.1821,3,9,1,0
971.2944,3,3,0,0
973.4058,3,9,0,0
975.5176,3,7,0,0
977.6262,3,2,0,0
979.7352,3,0,0,0
981.849,3,5,0,0
983.9663,3,3,0,0
986.0774,3,5,0,0
988.1894,3,2,0,0
990.2969,3,4,0,0
992.4054,3,5,1,1
994.5176,3,5,0,0
996.6307,3,5,0,0
998.7437,3,8,0,0
1000.856,3,1,0,0
1003.01,3,5,1,1
1005.121,3,3,0,0
1007.233,3,4,0,0
1009.343,3,1,0,0
1011.452,3,8,0,0
1013.564,3,5,0,0
1015.675,3,3,0,0
1017.786,3,6,0,0
1019.901,3,4,0,0
1022.015,3,4,0,0
1024.11,3,6,1,1
1026.221,3,7,0,0
1028.334,3,2,0,0
1030.447,3,1,0,0
1032.56,3,3,0,0
1034.61,3,2,1,1
1036.703,3,1,1,1
1038.811,3,5,0,0
1040.922,3,7,0,0
1043.034,3,5,0,0
1045.145,3,4,0,0
1047.255,3,8,0,0
1049.369,3,5,1,0
1051.481,3,2,0,0
1053.591,3,2,0,0
1055.702,3,5,1,0
1057.822,3,6,0,0
1059.916,3,2,1,1
1062.024,3,8,0,0
1064.138,3,2,0,0
1066.21,3,2,1,1
1068.297,3,8,1,1
1070.407,3,2,1,0
1072.52,3,2,1,0
1074.632,3,7,0,0
1076.744,3,6,0,0
1078.848,3,2,1,1
1080.941,3,7,1,1
1083.049,3,6,1,1
1085.165,3,4,0,0
1087.28,3,7,1,0
1089.393,3,6,1,0
1091.504,3,6,0,0
1093.616,3,7,1,0
1095.728,3,1,0,0
1097.841,3,8,0,0
1099.957,3,3,0,0
1102.06,3,1,1,1
1104.17,3,7,0,0
1106.281,3,3,1,0
1108.392,3,2,0,0
1110.501,3,7,1,0
1112.611,3,5,0,0
1114.722,3,1,0,0
1116.802,3,7,1,1
1118.876,3,5,1,1
1120.994,3,7,0,0
1123.106,3,8,0,0
1125.218,3,8,0,0
1127.329,3,2,0,0
1129.442,3,3,0,0
1131.552,3,5,0,0
1133.667,3,1,0,0
1135.78,3,5,0,0
1137.893,3,6,0,0
1140.004,3,5,0,0
1142.116,3,8,0,0
