t_sec,nBack,number,expectedResponse,actualResponse
676.1542,2,5,1,1
678.165,2,6,0,0
680.1733,2,3,0,0
682.1832,2,0,0,0
684.2335,2,3,1,1
686.3436,2,1,0,0
688.4542,2,8,0,0
690.4854,2,1,1,1
692.5962,2,6,0,0
694.7067,2,3,0,0
696.8032,2,8,0,1
698.8575,2,3,1,1
700.9641,2,8,1,1
703.0444,2,3,1,1
705.1534,2,0,0,0
707.2637,2,6,0,0
709.2955,2,0,1,1
711.4051,2,3,0,0
713.426,2,0,1,1
715.5347,2,5,0,0
717.5632,2,6,0,1
719.6318,2,0,0,1
721.7432,2,4,0,0
723.7867,2,5,0,1
725.8979,2,6,0,0
727.9954,2,5,1,1
730.0069,2,6,1,1
732.0485,2,5,1,1
734.1597,2,6,1,0
736.171,2,4,0,0
738.1793,2,3,0,0
740.1977,2,4,1,1
742.2108,2,6,0,0
744.3205,2,5,0,0
746.3312,2,5,0,0
748.3875,2,5,1,1
750.4965,2,6,0,0
752.6073,2,1,0,0
754.7178,2,8,0,0
756.775,2,1,1,1
758.8065,2,8,1,1
760.832,2,1,1,1
762.8815,2,8,1,1
764.9911,2,2,0,0
767.0038,2,3,0,0
769.1136,2,6,0,0
771.2231,2,9,0,0
773.233,2,2,0,0
775.3417,2,8,0,0
777.36,2,2,1,1
779.4654,2,8,1,1
781.5762,2,9,0,0
783.6854,2,2,0,0
785.7946,2,8,0,0
787.9033,2,9,0,0
790.015,2,1,0,0
792.0336,2,9,1,1
794.1446,2,2,0,0
796.2568,2,8,0,0
798.304,2,2,1,1
800.4142,2,1,0,0
802.524,2,5,0,0
804.6335,2,5,0,0
806.6428,2,8,0,0
808.6851,2,5,1,1
810.735,2,5,0,1
812.8448,2,5,1,0
814.899,2,3,0,1
817.0102,2,7,0,0
819.0194,2,4,0,0
821.1315,2,8,0,0
823.2402,2,2,0,0
825.2639,2,8,1,1
827.3559,2,2,1,1
829.4669,2,6,0,0
831.5764,2,9,0,0
833.5956,2,6,1,1
835.7042,2,8,0,0
837.8165,2,3,0,0
839.8881,2,8,1,1
841.9999,2,7,0,0
844.011,2,8,1,0
846.0682,2,7,1,1
848.1781,2,9,0,0
850.237,2,8,0,1
852.2476,2,3,0,0
854.3585,2,2,0,0
886.5841,3,6,0,0
888.6955,3,7,0,0
890.7069,3,2,0,0
892.7162,3,4,0,0
894.7958,3,7,1,1
896.8058,3,5,0,0
898.9157,3,4,1,1
901.0242,3,2,0,0
903.1334,3,4,0,0
905.2374,3,4,1,1
907.2852,3,4,0,1
909.3882,3,4,1,1
911.4965,3,4,1,0
913.6064,3,7,0,0
915.7181,3,4,1,0
917.827,3,3,0,0
919.8932,3,7,1,1
921.9871,3,4,1,1
924.0988,3,8,0,0
926.21,3,2,0,0
928.3206,3,1,0,0
930.3293,3,3,0,0
932.3416,3,6,0,0
934.3508,3,7,0,0
936.4591,3,8,0,0
938.5695,3,6,1,0
940.5817,3,8,0,0
942.6635,3,8,1,1
944.7739,3,7,0,0
946.885,3,9,0,0
948.9952,3,8,1,0
951.0061,3,8,0,0
953.1143,3,9,1,0
955.17,3,8,1,1
957.2763,3,8,1,1
959.3865,3,5,0,0
961.4973,3,5,0,0
963.6074,3,1,0,0
965.7178,3,2,0,0
967.8286,3,3,0,0
969.8431,3,1,1,1
971.9523,3,4,0,0
974.0632,3,5,0,0
976.1638,3,7,0,1
978.2732,3,1,0,0
980.3882,3,4,0,0
982.3978,3,9,0,0
984.4326,3,1,1,1
986.4976,3,4,1,1
988.5096,3,7,0,0
990.6196,3,0,0,0
992.6307,3,2,0,0
994.6434,3,8,0,0
996.7217,3,7,0,1
998.734,3,3,0,0
1000.845,3,8,1,0
1002.856,3,2,0,0
1004.911,3,3,1,1
1007.011,3,8,1,1
1009.116,3,2,1,1
1011.227,3,7,0,0
1013.338,3,0,0,0
1015.449,3,3,0,0
1017.46,3,5,0,0
1019.551,3,0,1,1
1021.662,3,2,0,0
1023.772,3,1,0,0
1025.883,3,6,0,0
1027.977,3,2,1,1
1030.087,3,7,0,0
1032.199,3,6,1,0
1034.227,3,6,0,1
1036.252,3,2,0,1
1038.361,3,6,1,0
1040.472,3,6,1,0
1042.581,3,2,1,0
1044.69,3,2,0,0
1046.801,3,6,1,0
1048.82,3,2,1,1
1050.864,3,2,1,1
1052.875,3,4,0,0
1054.985,3,2,1,0
1056.996,3,2,1,0
1059.078,3,4,1,1
1061.09,3,3,0,0
1063.201,3,6,0,0
1065.311,3,5,0,0
1067.324,3,8,0,0
1069.434,3,1,0,0
1071.483,3,5,1,1
1073.562,3,8,1,1
1075.576,3,1,1,1
1077.686,3,4,0,0
1079.798,3,2,0,0
1081.811,3,3,0,0
1083.849,3,4,1,1
1085.888,3,3,0,1
1087.933,3,2,0,1
1089.945,3,2,0,0
1092.055,3,3,1,0
