t_sec,O11_muM,O12_muM,O21_muM,O23_muM,O32_muM,O33_muM,O34_muM,O42_muM,O44_muM,O45_muM,O53_muM,O54_muM,O56_muM,O64_muM,O65_muM,O66_muM,O75_muM,O77_muM,O86_muM,O87_muM,D11_muM,D12_muM,D21_muM,D23_muM,D32_muM,D33_muM,D34_muM,D42_muM,D44_muM,D45_muM,D53_muM,D54_muM,D56_muM,D64_muM,D65_muM,D66_muM,D75_muM,D77_muM,D86_muM,D87_muM
3.925576,-3.434492,14.17982,-1.61249,1.819717,5.903938,1.014595,0.5599152,-0.9584897,-10.38408,-2.424915,0.5122029,0.9552413,0.1404682,0.443352,-5.917597,0.7503031,0.9720463,-0.7378591,0.5130419,0.305721,1.214971,-2.446424,-0.9765753,0.3756007,2.258298,0.495612,0.8333547,-1.276344,10.3952,-0.06125896,0.3485402,0.7562096,0.03785771,0.2998798,4.548688,0.3090954,-1.640766,-0.5110382,0.2809841,0.3342037
4.053575,-1.940463,-19.09425,-1.70323,1.696629,-19.18528,0.9232074,0.9250563,7.213471,-5.658095,-5.874539,0.3791428,0.9522282,0.04260034,-0.03567025,8.854395,0.6203195,-1.131316,-0.8414333,0.4107502,0.1702086,0.06188276,12.21578,-0.9797825,0.3662269,6.674385,0.4856983,0.8095947,-3.330525,0.5123064,1.69558,0.3328367,0.6787074,0.02140987,0.640345,-6.481642,0.2928981,-0.3846098,-0.5466524,0.2801213,0.3265888
4.181574,-0.0862012,-2.22695,-1.840586,1.541636,-2.043582,0.7602022,0.3950411,-6.746849,13.1778,-3.701621,0.2161024,0.8291914,-0.1217459,0.497486,0.7144535,0.508661,-2.353236,-0.9744974,0.322879,0.03050394,-0.8716319,8.650127,-0.9888073,0.3524907,6.068977,0.4914429,0.8628837,3.445053,-17.3655,-0.5948626,0.3228363,0.7136349,0.0245447,0.4405525,-1.865783,0.2676884,0.4460301,-0.5557287,0.2725992,0.3251309
4.309574,-2.273456,9.121456,-1.959601,1.411734,9.367729,0.6601546,0.7450547,-5.925933,-0.0612106,0.7065244,0.08479641,0.7413128,-0.2492401,0.1313643,3.917126,0.3443041,-1.552101,-1.138437,0.2181517,-0.1197515,0.4530485,-7.796553,-1.012575,0.3428889,-12.46754,0.4784857,0.7350639,-6.657205,6.422499,-2.162878,0.3096844,0.6760215,0.01636119,0.3368519,-0.09641895,0.2546181,-0.9446828,-0.5654647,0.2691686,0.3160746
4.437572,-2.681831,4.059433,-2.105953,1.275026,14.39916,0.5744533,0.5278923,6.884564,-9.005055,-2.78266,0.1659052,0.7887629,-0.1781849,0.544578,-3.825835,0.5421255,-1.05932,-0.849877,0.449987,0.2272379,0.8770469,4.658537,-1.028223,0.3342147,-8.106004,0.4546159,0.6319432,1.912346,6.974864,-0.4440717,0.3291447,0.6945325,0.02003093,0.2464434,2.787035,0.2774971,-0.728812,-0.5282501,0.2838714,0.3234176
4.565572,-0.7096476,-8.408139,-1.709913,1.774824,12.01092,0.9941425,0.7760215,4.542877,8.831561,-0.9344068,0.5029114,0.9660637,0.1213112,0.1049628,5.701552,0.7604371,-2.976129,-0.7286853,0.5255901,0.3136095,0.409223,-0.02988492,-0.9725772,0.3849022,-9.940116,0.4892368,0.7756098,2.757272,4.645857,-1.317091,0.351696,0.6812488,0.04494907,0.5115338,-4.199644,0.3027035,1.001385,-0.5113855,0.2880938,0.3388552
4.693571,-2.228085,15.5463,-1.6611,1.768643,1.349297,0.9660906,0.2425196,8.347253,-5.060762,-3.30371,0.4898528,0.9153994,0.136869,0.6130625,5.872241,0.7622266,-1.447196,-0.7227734,0.5225201,0.3255008,-0.2051231,-11.509,-0.9815092,0.3831054,1.917625,0.5000752,1.102775,-3.152406,7.027221,1.325762,0.3486498,0.7534136,0.03442271,0.118346,-8.571522,0.3040862,-1.072697,-0.5150803,0.2873109,0.3315043
4.82157,-1.985061,2.664817,-1.656422,1.758178,-3.019986,0.9644787,1.035643,7.858957,15.0458,-1.260326,0.4630367,0.9785396,0.1020308,0.5452208,-3.279847,0.7211396,-2.894003,-0.7898846,0.4752949,0.2491283,0.6706737,-1.73986,-0.9787551,0.3790379,-12.45158,0.4974962,0.6751795,3.04225,-8.056726,-0.6847406,0.3415442,0.6693658,0.04422241,0.383316,-2.444506,0.2996059,0.2010791,-0.5147213,0.2820773,0.3387557
4.949569,-1.440364,-23.58518,-1.793834,1.612399,-8.127051,0.8185008,0.9360992,11.48723,23.1982,5.453563,0.3042935,0.9295378,-0.01668491,0.3318677,1.758809,0.5674991,-1.513977,-0.9355291,0.3583157,0.1041069,0.4632672,16.06645,-0.9696999,0.3725446,-2.055714,0.524297,0.5186462,-11.29948,-19.67074,-3.837604,0.3301327,0.6933576,0.03010426,0.1780801,-4.437735,0.2820278,-0.6875448,-0.5317341,0.2805845,0.3250869
5.077569,-1.530819,10.57123,-1.918151,1.457784,5.604918,0.7063448,0.9065897,4.134315,-2.17188,-0.204972,0.1483379,0.7905302,-0.1534221,0.5275586,6.068091,0.4176872,-1.458465,-1.085255,0.2726859,-0.05832307,-0.5915264,-11.97544,-0.9986501,0.3571796,-3.983199,0.4769971,0.6478453,3.206813,-1.517656,-1.482953,0.3162945,0.725396,0.01902073,0.09234954,-2.243814,0.2630806,-0.9824119,-0.5448004,0.2703793,0.3208253
5.205568,-1.955521,9.457383,-2.069557,1.343272,-10.76335,0.5605123,0.7595409,17.01731,-0.4453193,1.596469,-0.003334762,0.6544627,-0.3073067,0.1747656,9.652948,0.2668895,-2.853406,-1.224463,0.157674,-0.2143696,0.55552,-4.479787,-1.013943,0.3387997,7.270104,0.4819109,0.5672954,-11.14482,-0.1137588,-2.271084,0.3124293,0.7135664,0.01036257,0.04676512,-6.030648,0.2538261,0.4406142,-0.5505469,0.2674434,0.3060659
5.333567,-3.276788,-4.296135,-2.208517,1.247692,-17.47034,0.4964607,0.925539,12.77079,17.00657,-0.8126574,0.1416159,0.7115256,-0.20213,0.2819954,-7.837676,0.4846919,-1.311408,-0.9395488,0.4040485,0.1475564,1.644391,-15.68696,-1.037335,0.3239787,14.05744,0.468996,0.4130662,-4.756862,-2.648069,-1.304953,0.3252177,0.678651,0.02051476,0.4784931,4.302034,0.2748653,-0.3659011,-0.4966862,0.2788321,0.322629
5.461566,-2.529393,3.797962,-1.821178,1.704026,-2.662601,0.8943823,0.6454989,10.32871,-7.495734,2.625702,0.4021171,0.9532299,0.04173807,0.6600672,6.45236,0.6667211,-0.9620843,-0.8115432,0.4491717,0.2177504,0.6015131,-4.421558,-0.98002,0.3711016,5.902331,0.4978765,0.7710814,-7.651324,10.72388,-1.676339,0.3473942,0.6634746,0.04323024,0.04828299,-1.543607,0.2802066,-0.8598996,-0.5134718,0.2827849,0.331741
5.589565,-1.07124,-4.682467,-1.810856,1.663575,-18.22402,0.8769591,0.5516434,5.162987,14.35962,1.238663,0.3825892,0.9063381,0.03285397,0.5759361,7.756145,0.651638,-2.116834,-0.8281326,0.452514,0.2160446,-1.081986,0.09304866,-0.9760316,0.376775,10.84589,0.4828526,0.8336712,-8.971216,-7.257076,-1.627723,0.3434663,0.6798108,0.0378582,0.07230812,-9.20926,0.2909562,-0.1094829,-0.499322,0.2836699,0.3350762
5.717564,-2.078238,-1.341483,-1.78106,1.655957,5.861764,0.8781093,0.7125494,-1.143509,0.7069476,-5.094702,0.3369792,0.9679047,-0.004980376,0.469829,0.8775271,0.6037674,-2.865889,-0.8993628,0.3996269,0.1445669,0.1414167,0.8990401,-0.9851825,0.3756089,4.649387,0.4893402,0.7928478,2.098204,-0.2796168,1.833512,0.34129,0.6553549,0.04308873,0.417649,0.4618041,0.2843976,1.27675,-0.5122107,0.2786591,0.3312851
5.845563,-1.68868,-2.923839,-1.882301,1.519098,-17.53345,0.7291697,0.2413893,-13.98164,-2.561866,1.489218,0.2005491,0.8682718,-0.1248298,0.04604493,-2.518722,0.4580197,-1.736742,-1.016349,0.2954233,0.00863899,-0.1284142,7.577541,-0.9911686,0.3659479,12.0307,0.5089054,0.8970231,1.944155,1.559004,-2.844272,0.3266781,0.6716545,0.03036711,0.5577438,4.84978,0.2767963,0.05064784,-0.5369083,0.2760908,0.321523
5.973563,-2.218946,-18.66553,-2.038406,1.37582,5.87951,0.6124621,0.6462891,-15.02406,11.31619,1.199822,0.04706473,0.7147325,-0.2598048,0.1104598,-8.562677,0.3225175,-1.860034,-1.147767,0.206791,-0.124925,0.2389983,13.90127,-0.9967951,0.3541748,-5.047805,0.4860356,0.7584952,1.290767,-3.151132,-3.025659,0.3164634,0.6946152,0.01763125,0.2640586,3.11807,0.2753869,-1.047872,-0.5498921,0.273588,0.318896
6.101562,-2.061024,-14.6641,-2.160394,1.24252,17.48648,0.4722618,0.7287531,-5.58047,18.34432,-2.714251,-0.09441023,0.6353045,-0.4187553,0.05583755,-3.490592,0.1778406,-2.910361,-1.247324,0.1655256,-0.1816302,0.2981178,6.085153,-1.010992,0.3411925,-15.94986,0.4902983,0.5217648,7.098653,-10.43379,0.9514933,0.3046359,0.7040907,0.008093677,0.2849984,0.9156694,0.2586701,-1.303052,-0.5542554,0.2708001,0.3069349
6.229561,-2.593915,7.568934,-2.019385,1.405827,-3.748146,0.6894467,0.64755,-21.13994,15.49182,1.128909,0.2680519,0.7325226,-0.1198698,0.4035988,0.5224823,0.5537792,-3.237729,-0.908552,0.3763929,0.1349825,0.07924927,-14.33762,-1.00549,0.3604186,-3.618401,0.5020931,0.8476269,3.842141,-6.071445,-1.542612,0.3373565,0.7351621,0.03412429,0.1464508,1.211876,0.2816663,0.2893036,-0.5061056,0.2854557,0.3341242
6.35756,-0.678062,15.32502,-1.867192,1.555239,-20.59031,0.7553298,0.9788673,2.278125,-4.487442,-5.445579,0.2198153,0.8337532,-0.1091999,0.5713641,-8.457466,0.5296581,-3.886345,-0.9581988,0.3409662,0.08654452,-0.3575846,-8.23851,-0.9868662,0.3753016,7.405757,0.515764,0.531022,-0.7905633,2.684271,1.251928,0.3385748,0.6817036,0.02989229,0.2529834,7.376289,0.2783431,0.5938344,-0.5231603,0.2839368,0.3306033
6.485559,-3.095182,10.78206,-1.908866,1.523132,7.277166,0.731593,0.2776,15.38732,0.3474693,-0.8311806,0.2292453,0.8177525,-0.1294532,0.2410307,-9.176784,0.5217356,-2.507013,-0.9502083,0.3288999,0.0724088,1.230951,-9.04427,-0.9903857,0.3665575,-4.640666,0.5075972,0.9970252,-9.350559,4.159479,-0.7724871,0.3292381,0.6899683,0.0339816,0.3210593,9.94683,0.2822249,0.7858975,-0.5155597,0.2849543,0.3351186
6.613558,-2.157669,8.367764,-1.959677,1.453525,1.28088,0.6455725,0.9252627,-17.85209,-8.13369,-4.979016,0.09541067,0.8263271,-0.2235814,0.2986475,-3.348157,0.3981273,-1.840989,-1.04624,0.2399027,-0.05886488,-0.1054312,2.980627,-0.9927591,0.3629528,-0.08865091,0.5062236,0.5575786,12.18817,-4.382962,1.399984,0.3293077,0.6760631,0.02501825,0.3752779,3.107763,0.277311,0.02646316,-0.5490783,0.2783269,0.3295547
6.741558,-2.231594,2.282167,-2.098778,1.302536,10.39174,0.5242733,0.3683427,8.184384,-3.583649,-1.615103,-0.05842222,0.6091297,-0.3853846,0.3926198,-3.790868,0.2093778,-1.334012,-1.214152,0.1372213,-0.2179666,0.2293185,4.335185,-0.9994062,0.3479764,-1.00375,0.4824715,0.8972645,-8.049478,0.1572532,-1.487783,0.3142954,0.7478308,0.01572524,0.07699391,1.100296,0.2775813,-0.8691003,-0.5620669,0.2711196,0.3197747
6.869557,-2.244318,-8.804553,-2.268739,1.154632,-5.216163,0.4162925,0.8968362,-5.090691,-9.991172,-0.5130904,-0.2083624,0.5098802,-0.5391041,0.001869843,-5.71505,0.07455201,-2.719088,-1.365419,0.0335432,-0.3793323,0.2151015,3.032211,-1.017336,0.3401452,-6.536583,0.4718932,0.3833926,5.128006,-2.140373,-1.5961,0.3047765,0.7122557,0.002644769,0.1371016,6.885407,0.2576133,0.349647,-0.5722312,0.2704801,0.3169639
6.997556,-2.816827,-24.99654,-2.407922,1.066836,8.190809,0.4047127,0.1328011,13.77748,11.25123,-5.236116,-0.04322842,0.5790807,-0.4288035,0.1021773,-3.460042,0.353752,-3.045023,-1.034874,0.2982865,0.02102843,0.9473496,15.7792,-1.015283,0.3287477,-6.103526,0.4440878,0.8686976,-10.88102,1.334906,-0.3516354,0.3190395,0.7215655,0.02481726,0.5913587,2.347901,0.2712877,0.8683525,-0.5163444,0.2827026,0.3317697
7.125555,-3.42919,-5.306061,-1.958384,1.542369,0.9987366,0.7475618,0.2565148,-1.541386,-17.61329,-8.725992,0.2355809,0.8811736,-0.148622,0.3628202,1.283892,0.5578897,-1.551901,-0.899123,0.3514071,0.1060712,2.081674,-4.610383,-0.9694312,0.3751273,4.29129,0.510192,0.7325267,7.283991,6.738152,2.592331,0.3423395,0.6307651,0.03386737,0.3998459,-0.5841226,0.2829379,-1.211487,-0.5141499,0.286925,0.3386757
