t_sec,nBack,number,expectedResponse,actualResponse
171.9971,0,9,0,0
174.1084,0,0,1,1
176.2219,0,5,0,0
178.3661,0,0,1,1
180.4548,0,0,1,1
182.5687,0,6,0,0
184.6806,0,1,0,0
186.7925,0,8,0,0
188.9025,0,2,0,0
191.013,0,3,0,0
193.1225,0,5,0,0
195.2323,0,8,0,0
197.3419,0,3,0,0
199.4529,0,6,0,0
201.5638,0,5,0,0
203.6727,0,8,0,0
205.7825,0,1,0,0
207.8938,0,7,0,0
210.0041,0,5,0,0
212.1169,0,6,0,0
214.2266,0,1,0,0
216.337,0,3,0,0
218.4458,0,2,0,0
220.5758,0,0,1,1
222.688,0,0,1,1
224.7975,0,8,0,0
226.8436,0,0,1,1
228.9516,0,8,0,0
230.9907,0,0,1,1
233.0668,0,0,1,1
235.1787,0,1,0,0
237.2898,0,6,0,0
239.4017,0,8,0,0
241.4967,0,0,1,1
243.5845,0,0,1,1
245.6949,0,4,0,0
247.7766,0,0,1,1
249.8655,0,0,1,1
251.953,0,0,1,1
254.0629,0,4,0,0
256.1729,0,3,0,0
258.2819,0,2,0,0
260.3899,0,7,0,0
262.5016,0,6,0,0
264.6136,0,6,0,0
266.7253,0,3,0,0
268.7796,0,0,1,1
270.889,0,2,0,0
272.9995,0,7,0,0
275.1116,0,8,0,0
277.2157,0,0,1,1
279.3075,0,0,1,1
281.4167,0,1,0,0
283.526,0,4,0,0
285.5902,0,0,1,1
287.6993,0,2,0,0
289.7753,0,0,1,1
291.8866,0,1,0,0
293.9669,0,0,1,1
296.0169,0,0,1,1
298.1292,0,6,0,0
300.2084,0,0,1,1
302.3208,0,7,0,0
304.3914,0,0,1,1
306.4997,0,4,0,0
308.6096,0,6,0,0
310.718,0,7,0,0
312.8274,0,7,0,0
314.8952,0,0,1,1
317.005,0,4,0,0
319.1143,0,5,0,0
321.2007,0,0,1,1
323.3119,0,2,0,0
325.4175,0,0,1,1
327.5195,0,0,1,1
329.6291,0,4,0,0
331.7405,0,7,0,0
333.8507,0,3,0,0
335.9611,0,2,0,0
338.0968,0,0,1,1
340.1763,0,0,1,1
342.2732,0,0,1,1
344.3824,0,1,0,0
346.4928,0,8,0,0
348.6034,0,4,0,0
350.7144,0,9,0,0
352.8249,0,5,0,0
354.9693,0,0,1,1
357.0801,0,5,0,0
359.194,0,0,1,1
361.3016,0,5,0,0
363.4114,0,8,0,0
365.5202,0,6,0,0
367.631,0,1,0,0
369.7392,0,4,0,0
371.8489,0,6,0,0
373.9576,0,1,0,0
376.0679,0,4,0,0
378.1788,0,5,0,0
380.3036,0,0,1,1
412.6227,1,8,0,0
414.6797,1,8,1,1
416.7905,1,2,0,0
418.88,1,2,1,1
420.9613,1,2,1,1
423.0729,1,6,0,0
425.1825,1,0,0,0
427.2915,1,0,1,1
429.4022,1,1,0,0
431.5134,1,6,0,0
433.6234,1,3,0,0
435.6697,1,3,1,1
437.7828,1,8,0,0
439.8955,1,4,0,0
441.944,1,4,1,1
444.0545,1,1,0,0
446.167,1,6,0,0
448.2766,1,8,0,0
450.389,1,2,0,0
452.499,1,8,0,0
454.6096,1,1,0,0
456.7193,1,2,0,0
458.8306,1,6,0,0
460.9436,1,7,0,0
463.0549,1,2,0,0
465.166,1,1,0,0
467.2505,1,1,1,1
469.3587,1,7,0,0
471.4678,1,5,0,0
473.5771,1,3,0,0
475.6271,1,3,1,1
477.7365,1,2,0,0
479.8461,1,1,0,0
481.9558,1,2,0,0
484.0663,1,7,0,0
486.1776,1,2,0,0
488.2289,1,2,1,1
490.3404,1,6,0,0
492.4501,1,4,0,0
494.5603,1,7,0,0
496.671,1,5,0,0
498.7364,1,5,1,1
500.8477,1,6,0,0
502.9601,1,8,0,0
505.0692,1,5,0,0
507.1558,1,5,1,1
509.2645,1,9,0,0
511.3927,1,9,1,1
513.4637,1,9,1,1
515.5745,1,2,0,0
517.6852,1,9,0,0
519.8159,1,9,1,1
521.9291,1,3,0,0
524.0393,1,1,0,0
526.1491,1,9,0,0
528.2593,1,3,0,0
530.3967,1,3,1,1
532.4716,1,3,1,1
534.5934,1,3,1,1
536.7047,1,0,0,0
538.8141,1,9,0,0
540.8833,1,9,1,1
542.9948,1,2,0,0
545.1049,1,9,0,0
547.2151,1,1,0,0
549.3356,1,1,1,1
551.3845,1,1,1,1
553.4951,1,5,0,0
555.6056,1,2,0,0
557.7352,1,2,1,1
559.8644,1,2,1,1
561.9745,1,9,0,0
564.0797,1,9,1,1
566.1911,1,0,0,0
568.3273,1,0,1,1
570.4196,1,0,1,1
572.5296,1,2,0,0
574.6396,1,4,0,0
576.7487,1,7,0,0
578.8223,1,7,1,1
580.9308,1,2,0,0
583.059,1,2,1,1
585.167,1,2,1,1
587.2785,1,5,0,0
589.3901,1,4,0,0
