t_sec,O11_muM,O12_muM,O21_muM,O23_muM,O32_muM,O33_muM,O34_muM,O42_muM,O44_muM,O45_muM,O53_muM,O54_muM,O56_muM,O64_muM,O65_muM,O66_muM,O75_muM,O77_muM,O86_muM,O87_muM,D11_muM,D12_muM,D21_muM,D23_muM,D32_muM,D33_muM,D34_muM,D42_muM,D44_muM,D45_muM,D53_muM,D54_muM,D56_muM,D64_muM,D65_muM,D66_muM,D75_muM,D77_muM,D86_muM,D87_muM
1.317052,0.2869634,0.4486068,-0.4511748,-0.9245706,0.07945572,-0.3985264,-2.713496,0.001989017,1.683316,5.987668,-0.8877317,-2.817918,-0.2089439,-2.54041,-0.3197691,-0.3441325,2.478355,-4.067444,1.253094,-0.4042318,0.7123755,0.9332367,0.7514333,0.8801686,0.9393821,0.5884507,-0.08629012,1.848629,0.3521003,0.4578978,0.5665299,0.3459785,0.3332848,0.06174297,1.529041,0.2854289,1.508485,-1.034761,1.200505,1.043589
1.445051,0.4974014,0.5467858,-0.1341955,-0.5253201,0.4410047,-0.05125395,-2.344059,-0.02645542,0.376463,4.365349,-0.5284068,-2.460722,-0.01876246,-2.162844,6.549471,-0.08198107,2.800417,-3.56269,1.367057,-0.2258666,0.7227696,0.9699827,0.7629163,0.9102536,0.9043068,0.6051328,-0.06406619,1.485551,1.223777,2.134223,0.5796769,0.3622066,0.3352334,0.07869937,-0.8612893,0.3023022,1.381705,-1.004038,1.199136,1.092121
1.573051,0.6239905,0.7148989,-0.07426033,-0.5018129,0.5044041,-0.02631007,-2.300235,1.384827,1.521473,4.756297,-0.5316374,-2.45679,-0.01065493,-2.205839,-3.707585,-0.07608079,2.700836,-3.61605,1.3563,-0.2576478,0.7259854,0.9584596,0.7736529,0.928401,0.9696393,0.6163259,-0.06480391,0.9071075,0.7044575,1.409474,0.578824,0.3656599,0.3365668,0.07775636,4.771053,0.3037909,1.466771,-1.007461,1.205371,1.0784
1.70105,0.6444464,0.7838708,-0.06787636,-0.478337,0.4761247,-0.01573571,-2.283005,0.1257669,1.844432,5.02744,-0.5421613,-2.460374,0.01916594,-2.210778,-0.9218297,-0.08868343,2.628613,-3.710027,1.328694,-0.3550366,0.7241011,0.9791524,0.7737381,0.9365059,0.9530011,0.6117451,-0.07137972,1.290449,0.540246,1.218109,0.5848554,0.3603859,0.3360688,0.07722729,4.359282,0.3128455,1.516223,-1.008087,1.211057,1.082884
1.829049,0.5823104,0.768095,-0.1607973,-0.6399933,0.4815664,-0.156006,-2.377116,1.025844,1.071084,3.768281,-0.6772847,-2.587727,-0.0118038,-2.358288,1.717894,-0.1708908,2.486494,-3.998547,1.2428,-0.5527764,0.723294,0.9886392,0.7713146,0.9071596,0.9240462,0.6029873,-0.09076918,1.609573,1.033273,1.540177,0.5884232,0.3333448,0.3529668,0.07224475,1.017658,0.3099529,1.648285,-1.016689,1.204736,1.067192
1.957049,0.495921,0.6748213,-0.3017928,-0.7689417,0.2411293,-0.2801293,-2.536145,1.3893,0.2096766,3.900925,-0.8332111,-2.730891,-0.0658925,-2.483117,4.887872,-0.2971931,2.596023,-4.193035,1.200818,-0.6785137,0.7342881,0.959515,0.7544408,0.887022,0.9063627,0.6008809,-0.1052464,0.5590259,1.356453,1.221345,0.5751377,0.3128321,0.3488904,0.06152981,0.653563,0.300667,1.495618,-1.023643,1.195064,1.022992
2.085048,0.4253666,0.4934126,-0.2157918,-0.6521592,0.2846262,-0.1230575,-2.381627,1.49346,1.039731,2.179554,-0.4690406,-2.401365,0.1293704,-2.028032,2.5049,-0.01103409,2.870615,-3.25423,1.378459,-0.2346676,0.7187769,0.9296181,0.7583736,0.8781686,0.9054556,0.6078452,-0.1028439,0.3965262,0.9499319,1.541948,0.5961872,0.3238853,0.3503185,0.08914492,0.8798083,0.3110469,1.513658,-0.9523528,1.183321,1.031043
2.213047,0.6156079,0.6037917,-0.005330758,-0.5115242,0.3945887,0.05316893,-2.16588,2.020312,1.017217,1.394416,-0.4151297,-2.350144,0.2768122,-2.001542,3.452047,0.01076706,2.737043,-3.250724,1.353291,-0.3512126,0.7285546,0.906012,0.7754685,0.8820975,0.9107666,0.6274228,-0.09929867,0.6066346,0.9717307,4.344775,0.5991635,0.3186971,0.3870698,0.1024578,1.708531,0.323723,1.56748,-0.9469508,1.185095,1.029718
2.341046,0.5699309,0.5492471,0.006224492,-0.5641284,0.509015,-0.0002787567,-2.183961,1.617833,1.748782,4.613636,-0.3938614,-2.320281,0.4107937,-1.960693,1.418706,0.009978155,2.926843,-3.250342,1.340407,-0.4175249,0.7242459,0.9214323,0.7926765,0.8745598,0.8630839,0.6117883,-0.1032007,0.8521405,0.7017401,0.9362666,0.6156261,0.3143992,0.4126876,0.1190111,0.6648095,0.319064,1.490407,-0.9490329,1.191126,1.019122
2.469046,0.4768635,0.5388699,-0.03012609,-0.6800649,0.4097774,-0.121716,-2.243132,0.3358838,1.026935,3.351793,-0.4863996,-2.433365,0.3931355,-2.108322,3.347441,-0.07479098,2.538164,-3.553681,1.243678,-0.5962985,0.7078444,0.8711221,0.8035428,0.8623669,0.8598431,0.6017193,-0.1168658,0.9340285,1.288163,2.076201,0.615418,0.3170628,0.4294209,0.1193448,0.9798937,0.3171216,1.73676,-0.9787603,1.199865,1.029703
2.597045,0.358713,0.401939,-0.2240333,-0.8262205,0.281629,-0.248899,-2.421691,1.243535,1.361666,1.96973,-0.6421311,-2.571737,0.2992771,-2.274218,2.916893,-0.1946337,2.559979,-3.925582,1.178164,-0.8077788,0.708066,0.8792322,0.7802801,0.8487491,0.8992639,0.585227,-0.1227586,0.1894447,0.7855602,1.436383,0.6027395,0.3120063,0.4240441,0.1072062,1.886295,0.3125909,1.536242,-0.993103,1.197882,1.030599
2.725044,0.2647462,0.2537757,-0.3398747,-0.8843887,0.2236121,-0.3212297,-2.529785,2.188272,1.071737,2.925571,-0.4216898,-2.396082,0.3970981,-1.952671,1.013671,-0.01026036,2.77665,-2.999998,1.425526,-0.1724911,0.7123019,0.8663988,0.7631288,0.8452506,0.9250853,0.5706497,-0.1261669,0.1697237,0.6540191,2.750232,0.606535,0.3171927,0.4252158,0.1302395,0.9439191,0.308059,1.556674,-0.9169475,1.199556,1.016525
2.853044,0.5989195,0.5148501,0.04913874,-0.4545193,0.6116149,0.105831,-2.03694,2.215005,1.557616,2.067074,-0.1752226,-2.125664,0.585017,-1.695656,3.182385,0.1686447,2.928213,-2.802266,1.482845,-0.09032357,0.7267978,0.8783098,0.7773565,0.8824751,0.8445757,0.6032666,-0.09518187,0.514299,0.5776045,2.684198,0.6096833,0.3170463,0.4344712,0.1279297,2.766148,0.318579,1.604756,-0.9022934,1.207333,1.03487
2.981043,0.6581953,0.6142859,0.08861221,-0.4452756,0.5683164,0.1037039,-1.991935,2.81482,1.505886,4.437512,-0.1787347,-2.129651,0.6153581,-1.714447,2.379497,0.1708087,3.043474,-2.812774,1.478406,-0.1120957,0.7246243,0.8720173,0.786266,0.8912588,0.90695,0.6129664,-0.1038283,1.411065,0.8411481,1.206974,0.6179416,0.3202538,0.4439973,0.1225167,2.792692,0.3220639,1.588784,-0.9140146,1.218714,1.041153
3.109042,0.6716291,0.7074382,0.04828368,-0.4535255,0.5947756,0.1161354,-1.993612,1.279312,1.265342,2.564735,-0.2328769,-2.15374,0.5743389,-1.826188,-0.07029617,0.1161221,2.966058,-3.066841,1.430359,-0.2171326,0.7261539,0.8651591,0.7651871,0.889438,0.8983491,0.6029801,-0.1120458,1.533689,0.7922814,2.324714,0.6042814,0.3145407,0.4329165,0.1255651,4.07093,0.3155454,1.457409,-0.9395893,1.227287,1.050479
3.237041,0.5557045,0.6351535,-0.1074759,-0.5594547,0.6566486,-0.02472855,-2.139489,2.463471,1.737164,4.548195,-0.3555024,-2.297312,0.4677717,-2.01279,-1.085661,0.006678238,2.81589,-3.387676,1.355355,-0.3800218,0.7056568,0.8697279,0.7519081,0.8744629,0.8522502,0.5984471,-0.1241431,1.176277,0.6581632,2.230036,0.5784244,0.3244427,0.416626,0.1069901,3.942327,0.3082801,1.588562,-0.978871,1.237414,1.064312
3.365041,0.4744248,0.5917052,-0.2241956,-0.7048722,0.4830728,-0.1940107,-2.294494,2.007546,0.8119019,2.400352,-0.5105963,-2.401019,0.3621692,-2.11593,4.08145,-0.06233076,2.907295,-3.255547,1.44547,-0.131817,0.7118664,0.8887475,0.7591029,0.8704518,1.017177,0.5732495,-0.1369581,-0.3590821,0.9812054,1.637814,0.5688798,0.3283635,0.4070635,0.08979176,1.107001,0.2996406,1.483497,-0.9654484,1.235088,1.01868
3.49304,0.624063,0.8090002,0.08783747,-0.2997416,0.8515806,0.1747314,-1.934593,2.671228,1.425371,3.294317,-0.1120422,-1.946644,0.5598748,-1.635462,0.9819417,0.2443625,3.096458,-2.609059,1.595144,0.1459904,0.7095231,0.9240622,0.7826372,0.9092976,0.9843905,0.5814267,-0.09986446,-0.1405475,0.9829485,1.356099,0.5882156,0.3504284,0.3984733,0.1236668,4.90134,0.3091916,1.533349,-0.9067364,1.247007,1.081926
3.621039,0.8456059,1.046297,0.2432109,-0.158123,1.097481,0.2850704,-1.773284,2.818754,2.102075,4.509995,-0.09067865,-1.888182,0.5715558,-1.624235,3.816414,0.2908614,3.135793,-2.69222,1.593069,0.1124572,0.7270935,0.9477937,0.7896889,0.9306946,0.9591646,0.5950215,-0.09029748,0.9522624,0.4971502,1.337143,0.5724268,0.3584516,0.3947299,0.1127959,1.004376,0.3256887,1.593673,-0.9227981,1.253177,1.085124
3.749038,0.8553568,1.064699,0.2566372,-0.2235481,1.149767,0.247082,-1.805486,1.303354,1.358546,6.219423,-0.118861,-1.941457,0.5722567,-1.68973,0.5276603,0.2824189,3.299703,-2.827692,1.555162,0.0285262,0.7217252,0.9365351,0.8008862,0.9434828,0.9019498,0.595666,-0.09906255,-0.04784063,0.8828465,-0.04777521,0.5726647,0.3473732,0.3920401,0.1032299,2.709551,0.3303803,1.386694,-0.9430273,1.256696,1.090599
3.877038,0.7311907,0.957339,0.1727403,-0.3640354,0.8673522,0.1071935,-1.971308,0.2655178,1.253026,4.48722,-0.2922398,-2.104298,0.4784736,-1.907113,1.752963,0.1477242,2.967047,-3.278509,1.46381,-0.2037465,0.7094616,0.9098606,0.808617,0.9132444,0.955524,0.5964499,-0.1132716,1.468006,1.111779,0.6229296,0.5578523,0.3314689,0.3815475,0.09051947,3.407127,0.3246953,1.591,-0.9894735,1.25079,1.095057
4.005037,0.5688349,0.8000874,-0.0004109166,-0.5384632,0.7541797,-0.06727834,-2.16942,2.56476,1.664709,0.4771801,-0.4771734,-2.252752,0.3515911,-2.119493,1.53034,0.01962641,2.972364,-3.64065,1.379338,-0.3752044,0.6998985,0.8829747,0.8004366,0.886057,0.9468676,0.5766992,-0.131807,0.2851745,0.5601231,3.296345,0.5448287,0.3273572,0.3729865,0.08378375,2.650429,0.3161088,1.523425,-1.031414,1.250647,1.095846
4.133036,0.4475232,0.6215869,-0.1029397,-0.63741,0.5377831,-0.1403756,-2.306341,0.1521747,1.196085,3.744323,-0.3478787,-2.148382,0.3893514,-1.875143,2.553186,0.1480529,3.153941,-2.897971,1.581477,0.1277814,0.6951638,0.9112068,0.7872367,0.8749741,0.9919711,0.568353,-0.1345951,2.087891,1.159048,2.590113,0.5464364,0.3298373,0.3644027,0.08703137,1.76003,0.3099541,1.43791,-0.9477249,1.24899,1.074605
4.261035,0.7425023,0.8640904,0.2841524,-0.2603819,0.8958595,0.2163128,-1.859737,1.859458,1.260744,2.898094,-0.1607136,-1.920087,0.5209811,-1.638328,2.566211,0.2958055,3.00707,-2.733182,1.625059,0.1289853,0.7095988,0.8898829,0.8183415,0.9041258,0.9654556,0.5962238,-0.1138546,1.145243,0.9623573,2.724682,0.5520881,0.3376987,0.3796147,0.08710751,2.81004,0.3228751,1.618395,-0.9424163,1.246544,1.111876
4.389035,0.7610313,0.9249132,0.2944377,-0.2770303,0.9097327,0.2101184,-1.890367,-0.7293735,2.328801,3.672794,-0.1800835,-1.955184,0.5334337,-1.706658,4.414706,0.2846811,3.089111,-2.804824,1.607337,0.1087074,0.7087435,0.8844008,0.8250075,0.8970313,0.9349793,0.5909476,-0.1137866,1.520169,0.4569013,1.769634,0.5490025,0.3367052,0.3706978,0.08858598,0.09840472,0.3187852,1.601732,-0.9619696,1.24877,1.094663
4.517034,0.813925,0.9691399,0.2607657,-0.3045123,0.9801218,0.17954,-1.907301,3.581638,2.305458,4.915058,-0.25658,-2.004497,0.4812759,-1.804432,3.508324,0.2282266,2.838026,-3.082971,1.537663,-0.05384066,0.7180676,0.9128786,0.8025582,0.8968298,0.929954,0.5913836,-0.1210571,-0.5460671,0.5824747,2.151291,0.5433066,0.3297907,0.3692653,0.08221363,-0.1641611,0.3199433,1.720276,-0.9877955,1.25158,1.111725
4.645033,0.7321287,0.8854833,0.1480093,-0.449459,0.8787606,0.04433263,-2.069674,1.745597,0.8368093,1.504384,-0.4166487,-2.131279,0.3890721,-1.993877,6.129146,0.1346838,2.715097,-3.445971,1.476766,-0.2284749,0.7154635,0.927507,0.7932972,0.8904365,0.9370091,0.5878687,-0.1248318,1.116714,1.155312,3.348634,0.529153,0.3361748,0.3603432,0.07318192,-0.0760712,0.3191523,1.766647,-1.026433,1.26294,1.130137
4.773033,0.5680493,0.7675141,0.008386708,-0.6053157,0.7846661,-0.124769,-2.219973,0.932578,1.601415,1.616689,-0.5526947,-2.2842,0.299058,-2.137155,1.226215,0.02974183,2.833589,-3.43976,1.52229,-0.07116897,0.6955573,0.9110348,0.7997445,0.8739817,0.9142948,0.5668923,-0.1458517,1.048062,0.8321322,2.708833,0.5223916,0.3281868,0.3535017,0.0630889,2.172119,0.3121838,1.624897,-1.013837,1.257344,1.090536
4.901032,0.6424589,0.7851365,0.20546,-0.3417562,0.8175115,0.1269465,-1.986174,0.6039266,2.170568,5.492105,-0.2117592,-1.984649,0.4890097,-1.717343,3.403363,0.2829841,2.773999,-2.809289,1.661704,0.2305764,0.6962428,0.8932124,0.8102004,0.8898429,0.9130143,0.5765188,-0.1159796,2.179739,0.4700582,1.85867,0.5440134,0.3247256,0.3602963,0.09019186,2.914804,0.316285,1.707485,-0.9546123,1.258013,1.146305
5.029031,0.7839755,0.8946811,0.3031344,-0.2770974,0.8920031,0.2022814,-1.935102,1.723767,1.610245,5.321967,-0.2257511,-2.047761,0.4722304,-1.791727,4.205991,0.2334742,2.968936,-2.953205,1.632537,0.1800341,0.7096674,0.9016512,0.8166674,0.9035822,0.9206646,0.589371,-0.1134391,1.026693,0.7198043,2.374429,0.5350931,0.3077006,0.3610187,0.08231177,1.66848,0.3176768,1.572139,-0.9776979,1.257529,1.136694
5.157031,0.7606393,0.9002646,0.249193,-0.2630037,0.9448152,0.1400718,-1.942562,1.570435,1.175557,3.456716,-0.2127045,-2.185958,0.5011259,-1.78655,2.628875,0.09710488,2.795595,-3.069906,1.549947,0.1003935,0.7085283,0.8884885,0.8110072,0.9082677,0.8620384,0.5867934,-0.1099597,1.07689,1.084978,3.05719,0.5381206,0.2921452,0.3596854,0.08510795,2.384975,0.2794478,1.657423,-1.005225,1.25545,1.138218
5.28503,0.6680367,0.8378645,0.08409795,-0.3450093,0.7114643,-0.105654,-2.06648,1.655925,1.785017,1.862895,-0.2766404,-2.524881,0.5032181,-1.973264,1.901877,-0.08936063,2.701288,-3.401417,1.431705,-0.09395181,0.6958966,0.8881132,0.7770051,0.892603,0.912223,0.5208302,-0.107561,0.3356686,0.717917,3.97747,0.5224962,0.2204525,0.3657127,0.1011552,3.627057,0.2619785,1.64435,-1.050552,1.248781,1.128076
5.413029,0.5136457,0.7446937,-0.13434,-0.534884,0.5789655,-0.3761869,-2.263414,2.033896,1.378606,0.968176,-0.3243897,-2.853538,0.4929912,-2.090722,2.427526,-0.394848,2.638484,-3.75684,1.273518,-0.3387237,0.6773288,0.8841993,0.7494902,0.8737503,0.8604812,0.4738021,-0.1110745,0.5136722,0.7458683,1.948373,0.5227504,0.1626922,0.3765065,0.1040307,0.8276411,0.2109166,1.585512,-1.084462,1.237909,1.095397
5.541028,0.3471858,0.6003563,-0.3164429,-0.5448194,0.3463327,-0.5737331,-2.311713,3.245939,1.64016,2.376412,0.4063865,-2.96357,1.029933,-1.728418,3.240792,-0.2939362,2.667051,-2.809566,1.493036,0.2240573,0.6557208,0.9138324,0.7003414,0.8607223,0.8287941,0.4019679,-0.09425577,0.008662485,0.5756891,1.677713,0.5958793,0.01499397,0.4603684,0.1398597,1.300718,0.1800442,1.658607,-0.9970057,1.234396,1.072218
5.669028,0.7215286,0.8877892,0.09160104,0.05734764,0.6765361,0.05010247,-1.907827,2.46625,1.227189,5.478665,0.6297956,-2.676746,1.268993,-1.573746,1.661357,-0.1567012,2.738671,-2.728199,1.494619,0.2513838,0.6835729,0.8936157,0.7269241,0.9044996,0.7819166,0.4793759,-0.06237758,0.7862427,0.8551835,0.762404,0.6006334,0.02997141,0.4811124,0.1530626,1.832211,0.1991747,1.579377,-1.00526,1.231582,1.089963
5.797027,0.7499292,0.9058347,0.09629919,0.04657406,0.5977944,0.06257981,-1.900701,1.485729,1.220319,4.081332,0.594923,-2.629043,1.317803,-1.612149,3.983185,-0.1358663,2.873031,-2.759266,1.474899,0.2455321,0.6867697,0.9081562,0.732424,0.9095231,0.8329173,0.4851698,-0.05266694,0.7860633,1.044507,2.507826,0.6003616,0.03544902,0.5038354,0.1547063,-0.1036366,0.2099438,1.662702,-1.009825,1.231708,1.065297
5.925026,0.7470559,0.9173007,0.07782234,-0.0185926,0.6764867,0.03133278,-1.912462,0.8946514,1.488136,3.679936,0.403888,-2.668925,1.245921,-1.740741,-0.4156158,-0.1927742,2.763625,-3.053826,1.380046,0.03460397,0.6831034,0.9056232,0.7287044,0.9069203,0.8218365,0.4909136,-0.05679825,1.381978,0.8656187,1.562092,0.5773259,0.0490655,0.5010012,0.1329387,2.487158,0.2148424,1.512841,-1.042091,1.232009,1.084533
6.053026,0.6092408,0.8103744,-0.1050852,-0.2725083,0.5042773,-0.1597649,-2.058884,1.228739,1.651341,4.086094,0.1892359,-2.816977,1.156562,-1.914523,4.1738,-0.3315336,2.590085,-3.440889,1.244934,-0.1976124,0.6734318,0.9074179,0.7128598,0.897664,0.8484389,0.4824915,-0.05486711,1.023078,0.8106617,1.968509,0.5700298,0.04720863,0.4965814,0.1257869,-0.07478976,0.2105456,1.599389,-1.078929,1.232268,1.077897
6.181025,0.4406324,0.6326568,-0.3121104,-0.5365456,0.4316851,-0.3407274,-2.300429,1.402576,0.8235787,3.583988,-0.1311743,-2.873797,0.7655247,-2.122463,-2.943468,-0.3764216,2.929702,-3.329705,1.303004,0.01157458,0.6633594,0.9003931,0.7013608,0.8806988,0.7894452,0.4882993,-0.09379046,1.337702,0.8058443,1.960687,0.5462683,0.1006076,0.4536206,0.1019687,4.823476,0.222966,1.33603,-1.054923,1.228882,1.015936
6.309024,0.6092019,0.6869723,0.003608907,-0.08382946,0.6377682,0.1263792,-1.960821,2.621255,1.421491,1.713365,0.3607758,-2.30775,0.9464537,-1.608474,-0.5968412,-0.008111488,2.869094,-2.630699,1.467599,0.3020666,0.6697472,0.8996063,0.7232029,0.9098965,0.8033594,0.5274584,-0.07434126,-0.1622018,0.799386,4.358954,0.5918435,0.159179,0.4451666,0.1114767,3.952799,0.2478668,1.67256,-0.9945157,1.221752,1.068845
6.437023,0.8125218,0.8276697,0.1415545,0.01839375,0.7503112,0.2632238,-1.856147,2.146668,1.490188,3.563515,0.3404296,-2.260761,0.9401922,-1.638776,0.6854461,0.005041161,2.886621,-2.71769,1.43132,0.2441168,0.6831879,0.9023384,0.7300198,0.9239911,0.8081023,0.5574218,-0.06371848,0.5173955,0.6878517,0.5463719,0.5962728,0.1775236,0.453996,0.10607,2.263799,0.2557898,1.580997,-1.012031,1.222837,1.056661
6.565022,0.7881083,0.8117996,0.09461678,-0.07480492,0.6617457,0.193063,-1.883768,1.216023,1.462449,3.925091,0.2874278,-2.307565,0.8888872,-1.703977,2.419362,-0.001293851,2.921937,-2.840473,1.387583,0.146753,0.6778992,0.8984096,0.7270523,0.9145959,0.8990585,0.555249,-0.07681438,1.811621,0.6509025,2.373161,0.5941722,0.190019,0.4540614,0.1074128,1.505274,0.2550327,1.65197,-1.032549,1.214915,1.065774
6.693022,0.6989281,0.7596611,-0.03367914,-0.2815095,0.5659526,0.03405749,-2.048308,1.979502,1.719724,6.4839,0.04317767,-2.462452,0.7506394,-1.911607,1.376788,-0.1511465,2.573944,-3.256727,1.243119,-0.1096567,0.6665099,0.875874,0.722026,0.9067974,0.8417292,0.5462644,-0.08682533,0.6495658,0.6943833,-1.013217,0.5866956,0.173396,0.4461214,0.08932877,0.933696,0.2508544,1.688975,-1.070917,1.217864,1.058963
6.821021,0.4836395,0.5967464,-0.2091094,-0.5418406,0.5899136,-0.17486,-2.29418,2.796835,1.135424,3.32906,-0.2096215,-2.664452,0.5462034,-2.15061,2.946115,-0.3037,2.519606,-3.705204,1.117548,-0.3490638,0.6491948,0.8735235,0.7143496,0.8814228,0.7688556,0.5277199,-0.1061624,-0.3992655,0.8448557,0.9775116,0.549305,0.1624527,0.4268396,0.07715533,0.6111916,0.2411368,1.733273,-1.107691,1.215063,1.0372
6.94902,0.2845723,0.4146845,-0.426165,-0.7715867,0.3670055,-0.3780749,-2.528971,1.749072,0.926262,2.599476,-0.4610008,-2.856879,0.3800689,-2.323733,-0.05450528,-0.421203,2.358427,-3.585559,1.173535,-0.1825974,0.6360912,0.8675872,0.7132555,0.8616529,0.8017583,0.5149493,-0.1258546,0.1996546,1.097294,2.249928,0.5388082,0.1649134,0.3997253,0.08256487,2.653991,0.2326435,1.779754,-1.083516,1.201371,0.9726114
7.07702,0.4449075,0.4413015,-0.1171079,-0.376115,0.4260062,-0.01548092,-2.16271,3.098333,1.268568,2.13247,-0.02017432,-2.41766,0.6006086,-1.750481,-0.1075056,-0.08015788,2.760551,-2.834477,1.333657,0.1118317,0.6398695,0.8819833,0.7255399,0.8922023,0.8813786,0.5398685,-0.09891629,0.1524776,1.004489,2.888577,0.5614198,0.1827111,0.4093352,0.08651086,3.193573,0.2459854,1.659281,-1.017173,1.194805,1.03432
