t_sec,nBack,number,expectedResponse,actualResponse
486.3379,1,5,1,1
488.4501,1,3,0,0
490.5604,1,4,0,0
492.6252,1,4,1,1
494.7368,1,3,0,0
496.8515,1,2,0,0
498.962,1,8,0,0
501.0728,1,8,1,1
503.1755,1,8,1,1
505.2875,1,6,0,0
507.4018,1,2,0,0
509.4804,1,2,1,1
511.5479,1,2,1,1
513.659,1,3,0,0
515.7521,1,3,1,1
517.8329,1,3,1,1
519.9417,1,6,0,0
522.053,1,9,0,0
524.1634,1,4,0,0
526.272,1,2,0,0
528.3853,1,1,0,0
530.5091,1,1,1,1
532.5814,1,1,1,1
534.6753,1,1,1,1
536.7866,1,5,0,0
538.8984,1,3,0,0
541.0121,1,5,0,0
543.1241,1,2,0,0
545.195,1,2,1,1
547.3248,1,2,1,1
549.4348,1,3,0,0
551.5455,1,7,0,0
553.6586,1,5,0,0
555.7729,1,3,0,0
557.8859,1,5,0,0
560.0008,1,6,0,0
562.1143,1,8,0,0
564.2234,1,5,0,0
566.3354,1,2,0,0
568.4465,1,7,0,0
570.5658,1,7,1,1
572.6779,1,2,0,0
574.7899,1,7,0,0
576.9011,1,4,0,0
579.0134,1,7,0,0
581.1258,1,2,0,0
583.2869,1,2,1,1
585.3984,1,9,0,0
587.5082,1,6,0,0
589.6166,1,7,0,0
591.7281,1,6,0,0
593.8428,1,2,0,0
595.9257,1,2,1,1
598.0447,1,2,1,1
600.1584,1,6,0,0
602.2715,1,6,1,1
604.3839,1,1,0,0
606.4621,1,1,1,1
608.5732,1,8,0,0
610.6468,1,8,1,1
612.7605,1,2,0,0
614.806,1,2,1,1
616.918,1,2,1,1
619.0584,1,2,1,1
621.2018,1,2,1,1
623.3134,1,8,0,0
625.4244,1,4,0,0
657.6521,2,2,0,0
659.7647,2,4,0,0
661.8862,2,2,1,1
663.9995,2,1,0,0
666.1064,2,2,1,1
668.2171,2,4,0,0
670.3262,2,4,0,0
672.4386,2,3,0,0
674.5494,2,8,0,0
676.6611,2,5,0,0
678.7729,2,7,0,0
680.8862,2,8,0,0
683.0188,2,7,1,1
685.1313,2,3,0,0
687.2443,2,3,0,0
689.3577,2,5,0,0
691.4672,2,4,0,0
693.5782,2,8,0,0
695.7125,2,4,1,1
697.8094,2,8,1,1
699.9222,2,6,0,0
702.0328,2,4,0,0
704.0753,2,6,1,1
706.1502,2,4,1,1
708.2607,2,2,0,0
710.3945,2,4,1,1
712.457,2,2,1,1
714.5692,2,3,0,0
716.6807,2,7,0,0
718.793,2,5,0,0
720.9039,2,0,0,0
723.0158,2,9,0,0
725.1262,2,6,0,0
727.2398,2,1,0,0
729.395,2,6,1,1
731.5055,2,3,0,0
733.5746,2,6,1,1
735.6876,2,5,0,0
737.801,2,7,0,0
739.9151,2,6,0,0
742.0268,2,2,0,0
744.1383,2,5,0,0
746.2063,2,2,1,1
748.3196,2,6,0,0
750.4323,2,3,0,0
752.5311,2,6,1,1
754.5936,2,3,1,1
756.7065,2,0,0,0
758.8203,2,5,0,0
760.9334,2,8,0,0
763.0139,2,5,1,1
765.0848,2,8,1,1
767.202,2,5,1,1
769.3145,2,7,0,0
771.4136,2,5,1,1
773.5139,2,7,1,1
775.6351,2,2,0,0
777.7465,2,5,0,0
779.8466,2,2,1,1
781.9684,2,5,1,1
784.08,2,6,0,0
786.1945,2,0,0,0
788.3048,2,7,0,0
790.4308,2,0,1,1
792.5421,2,8,0,0
794.6526,2,5,0,0
796.7471,2,8,1,1
798.8572,2,1,0,0
800.9708,2,7,0,0
803.0858,2,4,0,0
805.199,2,4,0,0
807.3113,2,3,0,0
809.4218,2,3,0,0
811.5323,2,9,0,0
813.5765,2,3,1,1
815.6912,2,8,0,0
817.8035,2,6,0,0
819.9138,2,8,1,0
822.0272,2,6,1,0
824.1398,2,9,0,0
826.2054,2,6,1,1
828.3169,2,7,0,0
830.3841,2,6,1,1
832.4969,2,5,0,0
834.5977,2,6,1,1
836.709,2,6,0,0
838.8218,2,0,0,0
840.9324,2,5,0,0
843.0139,2,0,1,1
845.1257,2,2,0,0
847.2389,2,4,0,0
849.3223,2,2,1,1
851.4344,2,4,1,1
853.5482,2,1,0,0
855.6599,2,5,0,0
857.7593,2,1,1,1
859.8713,2,5,1,0
861.9841,2,1,1,1
864.0959,2,0,0,0
866.2527,2,1,1,1
898.5027,3,6,0,0
900.6157,3,8,0,0
902.7308,3,9,0,0
904.854,3,6,1,1
906.9495,3,8,1,1
909.0806,3,9,1,1
911.1936,3,8,0,0
913.312,3,1,0,0
915.4236,3,7,0,0
917.5354,3,9,0,1
919.6495,3,5,0,0
921.7623,3,2,0,0
923.8796,3,5,0,0
925.9891,3,6,0,0
928.098,3,6,0,0
930.2113,3,5,1,0
932.3235,3,8,0,0
934.474,3,6,1,1
936.5884,3,0,0,0
938.7022,3,8,1,0
940.8179,3,6,1,0
942.9315,3,0,1,0
945.0595,3,8,1,1
947.1685,3,6,1,0
949.2795,3,8,0,0
951.3561,3,8,1,1
953.4987,3,6,1,1
955.608,3,6,0,0
957.7176,3,3,0,0
959.8295,3,9,0,0
961.9395,3,3,0,0
964.051,3,1,0,0
966.163,3,5,0,0
968.2748,3,6,0,0
970.386,3,2,0,0
972.4995,3,5,1,0
974.6124,3,5,0,0
976.7241,3,8,0,0
978.8336,3,7,0,0
980.9428,3,5,1,0
983.0526,3,2,0,0
985.1621,3,5,0,0
987.2755,3,7,0,0
989.3859,3,2,1,0
991.488,3,5,1,1
993.5992,3,5,0,0
995.7123,3,7,0,0
997.7856,3,5,1,1
999.9191,3,5,1,1
1002.032,3,7,1,0
1004.145,3,8,0,0
1006.255,3,7,0,0
1008.362,3,2,0,0
1010.472,3,3,0,0
1012.584,3,3,0,0
1014.704,3,2,1,1
1016.825,3,3,1,1
1018.934,3,7,0,0
1021.045,3,1,0,0
1023.155,3,7,0,0
1025.268,3,7,1,1
1027.38,3,1,1,0
1029.494,3,4,0,0
1031.606,3,7,1,0
1033.717,3,5,0,0
1035.83,3,9,0,0
1037.943,3,7,1,0
1040.054,3,5,1,0
1042.165,3,2,0,0
1044.275,3,8,0,0
1046.388,3,2,0,0
1048.479,3,2,1,1
1050.526,3,8,1,1
1052.57,3,2,1,1
1054.625,3,2,1,1
1056.738,3,8,1,0
1058.852,3,7,0,0
1060.963,3,3,0,0
1063.127,3,8,1,1
1065.241,3,1,0,0
1067.311,3,3,1,1
1069.424,3,8,1,1
1071.504,3,1,1,1
1073.615,3,5,0,0
1075.726,3,1,0,1
1077.838,3,0,0,0
1079.948,3,3,0,0
1082.06,3,1,1,0
1084.173,3,0,1,0
1086.288,3,8,0,0
1088.399,3,1,1,0
1090.516,3,4,0,0
1092.628,3,2,0,0
1094.741,3,2,0,0
1096.855,3,6,0,0
1098.973,3,2,1,1
1101.084,3,3,0,0
1103.196,3,6,1,0
1105.306,3,2,1,0
1107.379,3,3,1,1
